id,grupo,alimento,cantidad,unidad,peso_bruto_g,peso_neto_g,kcal,prot_g,lip_g,hc_g,agsat_g,agmono_g,agpoli_g,colest_mg,azucar_g,fibra_g,vita_ug,ac_ascorbico_mg,ac_folico_ug,calcio_mg,hierro_mg,potasio_mg,sodio_mg,fosforo_mg,etanol_g,ig,cg
granola-con-fruta-seca-baja-en-grasas,Cereales S/G,"Granola con fruta seca, baja en grasas",3,cda,18,18,69,1.3,0.8,14.4,0,0.3,2,0,6.2,1,,,,6.5,0.5,49.1,68.7,49.1,0,,
granola-quaker-sabor-pasas-y-miel,Cereales S/G,Granola Quaker Sabor Pasas y Miel,0.66,taza,20,20,76,1.9,2,12.4,0.2,1.1,0.5,0,4.9,1.9,,,,,,,3.4,,0,,
habaneras-arandano-ciruela,Cereales S/G,Habaneras arándano ciruela,2,pieza,18,18,71,1.3,2.2,11.5,1.1,0.8,0.3,0,2.2,1.5,,,,,,,83.3,,0,,
habaneras-bran-trigo-entero,Cereales S/G,Habaneras Bran Trigo Entero,2,pieza,18,18,72,1.7,2.4,11,,,,,0.8,1.6,,,,,,,90,,0,,
habaneras-bran-trigo-entero-2,Cereales S/G,Habaneras Bran Trigo Entero,4,galletas,18,18,72,1.7,2.4,11,,,,,0.8,1.6,,,,,,,90,,0,,
habaneras-clasicas,Cereales S/G,Habaneras clásicas,4,galletas,18,18,74,1.6,1.4,13.8,0.7,0.4,0.3,0,0.1,0.7,,,39.8,,1.7,,129.2,,0,,
habaneras-clasicas-2,Cereales S/G,Habaneras clásicas,4,pieza,18,18,74,1.6,1.4,13.8,0.7,0.4,0.3,0,0.1,0.7,,,39.8,,1.7,,129.2,,0,,
habaneras-integrales,Cereales S/G,Habaneras integrales,4,galletas,18,18,69,1.9,1.6,11.9,,,,,0.3,1.5,,,,,1.7,,83.7,,0,,
habaneras-integrales-2,Cereales S/G,Habaneras integrales,4,pieza,18,18,69,1.9,1.6,11.9,,,,,0.3,1.5,,,,,1.7,,83.7,,0,,
harina,Cereales S/G,Harina,2.5,cda,20,20,73,2.1,0.2,15.3,0,0,0.1,0,0.3,0.5,,,5.3,3,0.9,21.4,0.5,21.6,0,,
harina-blanca,Cereales S/G,Harina blanca,2.5,cda,20,20,73,2.1,0.2,15.3,0,0,0.1,0,0.3,0.5,,,5.3,3,0.9,21.4,0.5,21.6,0,,
harina-blanca-refinada,Cereales S/G,Harina blanca refinada,20,gramos,20,20,73,2.1,0.2,15.3,0,0,0.1,0,0.3,0.5,,,5.3,3,0.9,21.4,0.5,21.6,0,,
harina-de-alforfon,Cereales S/G,Harina de alforfón,2.5,cda,20,20,67,2.5,0.6,14.1,0.1,0.2,0.2,0,0.5,2,,,,,,,7,,0,,
harina-de-amaranto,Cereales S/G,Harina de amaranto,2,cda,19,19,68,2.7,1,11.9,0,0,0,0,,1.3,,,,,,,0.2,,0,66,13
harina-de-arroz,Cereales S/G,Harina de arroz,2,cda,20,20,72,1.4,0.6,15.1,0.1,0.2,0.2,0,0.2,0.9,,,3.1,2.1,0.4,57.1,1.6,66.5,0,,
harina-de-arroz-refinada,Cereales S/G,Harina de arroz refinada,2,cda,20,20,75,1.2,0.3,16.3,0.1,0.1,0.1,0,,0.5,,,0.9,2,0.1,15.5,,20,0,,
harina-de-avena,Cereales S/G,Harina de avena,2,cda,16,16,65,2.3,1.5,10.5,0.3,0.5,0.5,0,0.1,1,,,,8.8,0.6,,3,,0,,
harina-de-cebada,Cereales S/G,Harina de cebada,2,cda,18,18,62,2.2,0.3,10.9,0,0,0,0,,2.2,,,,,,,0.4,,0,,NP
harina-de-cebada-2,Cereales S/G,Harina de cebada,2.5,cda,20,20,69,2.1,0.3,14.9,0.1,0,0.1,0,0.2,2,,,,,,,2.2,,0,,
harina-de-centeno,Cereales S/G,Harina de centeno,2,cda,18,18,63,2.1,0.3,13.6,0,0,0,0,,0.2,,,,4.9,0.5,36.8,0.2,,0,,
harina-de-centeno-integral,Cereales S/G,Harina de centeno integral,2.5,cda,20,20,65,2.8,0.5,13.8,0.1,0.1,0.2,0,,4.5,,,12,11.3,1.3,145.9,0.2,126.4,on,,
harina-de-maiz,Cereales S/G,Harina de maíz,2.5,cda,18,18,65,1.7,0.7,13.6,0.1,0.2,0.3,0,,1.7,,,4.2,25.2,1.3,55.1,0.9,39.7,0,,
harina-de-maiz-nixtamalizada,Cereales S/G,Harina de maíz nixtamalizada,2.5,cda,18,18,65,1.7,0.7,13.6,0.1,0.2,0.3,0,,1.7,,,4.2,25.2,1.3,53.1,0.9,39.7,on,,
harina-de-maiz-para-atole,Cereales S/G,Harina de maíz para atole,2,cda,15,15,60,1.2,0.8,11.8,0.1,0.2,0.4,0,,0.2,0.2,,,5.3,0.4,,,,0,,
harina-de-maiz-para-tamales,Cereales S/G,Harina de maíz para tamales,2,cda,14,14,62,1.4,0.7,12.7,0.1,0.2,0.3,0,,0.1,,,,19.4,0.5,,0.1,,0,,
harina-de-malta,Cereales S/G,Harina de malta,2,cda,18,18,65,1.9,0.3,14.1,0.1,0,0.2,0,0.1,1.3,0.2,0.1,,6.7,0.8,,2,,0,,
harina-de-papa,Cereales S/G,Harina de papa,2,cda,19,19,66,1.5,0.1,15,0,0,0.1,0,,1.1,,3.5,9.6,6.3,3.2,297.7,6.5,33.3,0,,
harina-de-quinoa,Cereales S/G,Harina de quinoa,3,cda,24,24,86,3.4,0.9,16.3,0,0,0,0,0.9,2.6,,,,77,0.9,,,,0,,
harina-de-tapioca,Cereales S/G,Harina de tapioca,2.5,cda,20,20,73,0,0,18,0,0,0,0,,0,,,,4.7,,,,,0,,
harina-de-trigo,Cereales S/G,Harina de trigo,2.5,cda,20,20,71,2,0.2,14.9,0,0,0.1,0,0.3,0.5,,,5.2,3,0.9,20.9,0.5,21.1,0,41,8
harina-de-trigo-integral,Cereales S/G,Harina de trigo integral,2.5,cda,19,19,64,2.6,0.3,13.6,0.1,0,0.1,0,0.4,2.3,,,8.3,6.4,0.7,75.9,0.9,64.8,0,30,6
harina-de-trigo-para-panificacion,Cereales S/G,Harina de trigo para panificación,2,cda,17,17,62,2.1,0.3,12.4,0,0,0.1,0,,0.4,,,5,2.6,0.8,17.1,0.4,16.6,0,,
harina-de-trigo-para-pasteleria,Cereales S/G,Harina de trigo para pastelería,2.5,cda,17,17,62,1.4,0.1,13.3,0,0,0.1,0,,0.3,,,3.3,2.3,1.2,17.8,0.8,14.5,0,,
harina-integral,Cereales S/G,Harina integral,2.5,cda,19,19,64,2.6,0.3,13.6,0.1,0,0.1,0,0.4,2.3,,,8.3,6.4,0.7,75.9,0.9,64.8,0,,
harina-integral-de-centeno,Cereales S/G,Harina integral de centeno,2.5,cda,20,20,65,2.8,0.5,13.8,0.1,0.1,0.2,0,,4.5,,,12,11.3,1.3,145.9,0.2,126.4,0,,
harina-integral-de-trigo,Cereales S/G,Harina integral de trigo,2.5,cda,19,19,64,2.6,0.3,13.6,0.1,0,0.1,0,0.4,2.3,,,8.3,6.4,0.7,75.9,0.9,64.8,0,,
harina-kamut,Cereales S/G,Harina Kamut,2,cda,18,18,68,2.7,0.5,13.1,0,0,0,0,,1.8,,,,,,,,,0,,
harina-nixtamalizada,Cereales S/G,Harina nixtamalizada,2.5,cda,18,18,67,1.3,0.8,13.8,0,0.2,0.2,0,,1.7,0.2,,,24.9,0.7,,0.2,,0,,
harina-para-brownies,Cereales S/G,Harina para brownies,1.5,cda,13,13,60,0.7,2.3,9,0.5,0.7,1.2,6.7,6.3,0,,,,,0.2,36.6,36.6,,0,,
harina-para-brownies-baja-en-grasas,Cereales S/G,Harina para brownies baja en grasas,2,cda,18,18,61,0.9,1.2,12.6,0.2,0.2,0.2,0,8.4,0.5,,,,,0.5,51.4,56.1,,0,,
harina-para-hot-cakes,Cereales S/G,Harina para hot cakes,2,cda,18,18,61,1.7,0.2,13.3,0,0,0.1,0,1.9,0.5,,,1.5,6,0.8,18.5,243.6,122.4,0,,
harina-para-reposteria,Cereales S/G,Harina para repostería,2,cda,16,16,60,1.7,0.2,12.6,0,0,0,0,,0.1,,,,5,,14.8,0.3,,0,,
harina-para-tamales,Cereales S/G,Harina para tamales,2,cda,14,14,62,1.4,0.7,12.7,0.1,0.2,0.3,0,,0.1,,,,19.4,0.5,,0.1,,0,,
hilos-de-trigo-entrelazados-con-miel-maple-y-azucar,Cereales S/G,Hilos de trigo entrelazados con miel maple y azúcar,9,pieza,20,20,69,1.6,0.3,16,0.1,0,0.2,0,4.7,1.9,94.3,,,6.4,6.1,,0.4,,0,,
hojuelas-de-7-fibras,Cereales S/G,Hojuelas de 7 fibras,0.33,taza,20,20,70,2.8,0.3,15.4,0.1,0.1,0.1,0,0.4,2.8,,0.7,,13.9,0.5,,10.6,,0,,
hojuelas-de-arroz,Cereales S/G,Hojuelas de arroz,0.5,taza,16,16,55,3.2,0.2,11.2,0,0,0.1,0,1.5,0.5,,7.5,50,2.5,4.1,27,125,30,0,,
hojuelas-de-avena,Cereales S/G,Hojuelas de avena,0.33,taza,26,26,65,4.6,1.9,17.5,0.3,0.6,0.8,0,,4.1,,,13.6,15.3,1.4,149,0.9,194,0,,
hojuelas-de-avena-con-maple,Cereales S/G,Hojuelas de avena con maple,0.33,taza,26,26,65,4.6,1.9,17.5,0.3,0.6,0.8,0,,4.1,,,13.6,15.3,1.4,149,0.9,194,0,,
hojuelas-de-avena-endulzadas-con-miel-y-almendras,Cereales S/G,Hojuelas de avena endulzadas con miel y almendras,0.33,taza,14,14,59,1.1,1.2,11.3,0.1,,,0,3,0.7,64,,,5.1,3.8,,87.3,,0,,
hojuelas-de-avena-instantaneas-con-pasas-datiles-y-nueces-preparado,Cereales S/G,"Hojuelas de avena instantáneas con pasas, dátiles y nueces. Preparado",0.25,taza,61,61,71,1.7,1.1,14.3,0.2,0.3,0.4,0,,1.3,303.8,,,56.6,2.1,,125.7,,0,,
hojuelas-de-avena-instantaneas-con-pasas-y-especias-preparado,Cereales S/G,Hojuelas de avena instantáneas con pasas y especias. Preparado,0.25,taza,62,62,62,1.3,0.7,12.5,0.1,0.2,0.2,0,6,1,,,,42.9,1.5,NID,93,,0,,
hojuelas-de-avena-instantaneas-con-miel-maple-y-azucar-morena-preparado,Cereales S/G,Hojuelas de avena instantáneas con miel maple y azúcar morena. Preparado,0.25,taza,59,59,60,1.4,0.8,11.8,0.1,0.3,0.2,0,4.8,1.1,4700,,,40.9,1.4,,95.9,,0,,
hojuelas-de-avena-fruta-seca-y-nueces,Cereales S/G,"Hojuelas de avena, fruta seca y nueces",0.25,taza,21,21,72,2.1,1.1,16.5,0.2,0.5,0.3,0,6.6,1.6,157.7,,,,1.9,,49,,0,,
hojuelas-de-cereales-con-fruta-seca,Cereales S/G,Hojuelas de cereales con fruta seca,0.33,taza,18,18,70,1.3,1,14,0,0.3,0.3,0,,1,,5,33.3,83.3,1.5,56.7,110,83.3,0,,
hojuelas-de-cereales-con-frutas-secas,Cereales S/G,Hojuelas de cereales con frutas secas,0.33,taza,18,18,70,1.3,1,14,0,0.3,0.3,0,,1,,5,33.3,83.3,1.5,56.7,110,83.3,0,,
hojuelas-de-maiz,Cereales S/G,Hojuelas de maíz,0.75,taza,19,19,67,1.4,0.1,15.8,0,0,0,0,1.8,0.6,334.9,3.9,109.3,1.3,5.4,31.5,136.7,19.1,0,81,15
hojuelas-de-maiz-azucaradas,Cereales S/G,Hojuelas de maíz azucaradas,0.33,taza,13,13,52,0.7,0.1,12,0,0,0,0,4.9,0.3,156.6,8.1,106.5,,1.9,8.7,75.6,4.5,0,,
hojuelas-de-maiz-y-trigo-con-fruta-y-nueces,Cereales S/G,Hojuelas de maíz y trigo con fruta y nueces,0.33,taza,18,18,70,1.3,1,14,0,0.3,0.3,0,,1,,5,33.3,83.3,1.5,56.7,110,83.3,0,,
hojuelas-de-papa-para-pure,Cereales S/G,Hojuelas de papa para puré,20,gramos,20,20,71,1.7,0.1,16.2,0,0,0,0,0.7,1.3,,,9.2,5.4,0.2,219.6,20.8,,0,,
hojuelas-de-salvado,Cereales S/G,Hojuelas de salvado,0.33,taza,21,21,67,1.8,0.5,16,0.1,0.1,0.1,0,6.2,2.3,149.9,,,9.8,2.6,,119.7,,0,,
hojuelas-de-salvado-con-pasas,Cereales S/G,Hojuelas de salvado con pasas,0.33,taza,19,19,66,1.1,0.4,15.8,0.1,0.1,0.1,0,7,1.4,87,0.4,,6.7,1.6,,73.2,,0,,
hojuelas-de-trigo,Cereales S/G,Hojuelas de trigo,0.5,taza,18,18,59,1.8,0.3,14.1,0,0,0,0,,0.3,,,,7.2,0.8,,180.6,,0,,
hojuelas-de-trigo-con-miel,Cereales S/G,Hojuelas de trigo con miel,0.5,taza,18,18,62,1.6,0.4,14.3,0.1,0.1,0.1,0,,1.9,231.9,9.4,11.9,8.1,2.8,75,101.3,66.3,0,,
hojuelas-de-trigo-integral,Cereales S/G,Hojuelas de trigo integral,0.5,taza,16,16,59,3.5,0.3,11,0.1,0.2,0.1,0,2,0.4,NID,10.5,,4.5,4.2,,112,,0,,
hojuelas-de-trigo-integral-con-frutos-rojos,Cereales S/G,Hojuelas de trigo integral con frutos rojos,0.5,taza,16,16,57,1.9,0.2,12.5,0.1,0.1,0.1,0,5,0.5,,10.5,,9.5,4.1,,110,,0,,
hojuelas-de-trigo-integral-con-chispas-de-yoghurt,Cereales S/G,Hojuelas de trigo integral con chispas de yoghurt,0.5,taza,19,19,64,2.1,1,14.7,6,0.1,0.3,0,2.4,3.4,19.9,2,,12,1.5,,78.3,,0,,
hojuelas-de-trigo-integral-con-fibra-extra,Cereales S/G,Hojuelas de trigo integral con fibra extra,0.5,taza,26,26,50,3.8,1.2,26,0.3,0.3,0.8,0,1.3,16.9,123.9,7,,1404,60.8,,1612,,0,,
hojuelas-de-trigo-integral-con-frutas-y-yoghurt,Cereales S/G,Hojuelas de trigo integral con frutas y yoghurt,0.33,taza,15,15,57,1,0.4,11.6,0.2,0,0.2,10,6,0.4,No,,,3.3,2.1,,63.9,,0,,
hojuelas-de-trigo-negro,Cereales S/G,Hojuelas de trigo negro,0.33,taza,59,59,54,2,0.4,11.7,0.1,0.1,0.1,0,0.5,1.6,,,,4.2,0.5,,2.5,,0,,
hojuelas-fortificadas-de-trigo-entero-almendras-nueces-y-miel,Cereales S/G,"Hojuelas fortificadas de trigo entero, almendras, nueces y miel",0.25,taza,15,15,58,1.5,1.3,11.4,0.4,0.5,0.3,0,3.3,1.3,,,24.9,39.9,1.7,,75.5,50,0,,
hojuelas-de-avena-instantaneas-con-manzana-y-canela,Cereales S/G,Hojuelas de avena instantáneas con manzana y canela,0.33,taza,79,79,69,1.4,8,14,0.1,0.3,0.2,0,6.4,1.4,414.1,,,58.1,2,,87.2,,0,,
hot-cake,Cereales S/G,Hot cake,0.75,pieza,38,38,69,2.5,2.5,9.7,7,0.7,0.8,21.7,,0,20.7,,4.9,81.9,0.7,49.3,164.8,59.2,0,67,25
kamut-trigo-de-jorasan-cocido,Cereales S/G,Kamut (trigo de Jorasán) cocido,0.33,taza,54,54,72,3.1,0.5,15,0,0,0.1,0,1.7,2.3,2.2,,,4.9,1,,43,,0,,
lasagna-cruda,Cereales S/G,Lasagna cruda,20,gramos,20,20,68,1.9,0.1,14.6,0,0,0,0,,0.4,,,5,5.2,0.4,39.4,0.4,,0,,
lasana-cruda,Cereales S/G,Lasaña cruda,20,gramos,20,20,68,1.9,0.1,14.6,0,0,0,0,,0.4,,,5,5.2,0.4,39.4,0.4,,0,,
linaza,Cereales S/G,Linaza,4,cda,48,48,256,8.8,20.2,13.9,1.8,3.6,13.8,0,0.7,13.1,,0.3,,122.4,2.8,,14.4,,0,,
maca,Cereales S/G,Maca,2,cda,18,18,64,2.3,0.2,13.2,0,0,0,0,,1.2,,0.5,,85.5,2,,1.4,,0,,
macarroon-cocido,Cereales S/G,Macarroón cocido,0.33,taza,47,47,58,2.5,0.3,12.4,0,0,0.1,0,,1.3,,,2.3,7,0.5,20.7,1.3,41.7,0,,
macarron-crudo,Cereales S/G,Macarrón crudo,20,gramos,20,20,68,1.9,0.1,14.6,0,0,0,0,,0.4,,,5,5.2,0.4,39.4,0.4,,0,,
macarron-integral-cocido,Cereales S/G,Macarrón integral cocido,0.33,taza,47,47,58,2.5,0.3,12.4,0,0,0.1,0,,1.3,,,2.3,7,0.5,20.7,1.3,41.7,0,,
maicena,Cereales S/G,Maicena,2,cda,16,16,60,0,0,14.4,0,0,0,0,,0,,,,,,,,,0,,
maicena-de-sabor,Cereales S/G,Maicena de sabor,2,cda,16,16,60,0,0,14.4,0,0,0,0,,0,,,,,,,,,0,,
maiz,Cereales S/G,Maíz,20,gramos,20,18,67,2.2,0.9,13,0.1,0.2,0.5,0,,2.2,,,,1.5,0.4,52.3,0.2,,0,,
maiz-amarillo,Cereales S/G,Maíz amarillo,20,gramos,20,18,67,2.2,0.9,13,0.1,0.2,0.5,0,,22,,,,1.5,0.4,52.3,0.2,,0,53,10
maiz-amarillo-cocido,Cereales S/G,Maíz amarillo cocido,20,gramos,20,18,67,2.2,0.9,13,0.1,0.2,0.5,0,,22,,,,1.5,0.4,52.3,0.2,,0,,
maiz-azul,Cereales S/G,Maíz azul,20,gramos,20,18,67,1.5,0.8,13.7,0.1,0.2,0.4,0,,2.2,0.9,,,29.3,0.5,52.3,0.2,,0,,
maiz-blanco,Cereales S/G,Maíz blanco,20,gramos,20,18,67,2.2,0.9,13,0.1,0.2,0.5,0,,2.2,,,,1.5,0.4,52.3,0.2,,0,,
maiz-blanco-cocido,Cereales S/G,Maíz blanco cocido,25,gramos,25,19,68,2.2,0.9,13.3,0.1,0.2,0.5,0,,2.3,,,,1.5,0.4,53.3,0.2,,0,59,11
maiz-cacahuacintle,Cereales S/G,Maíz cacahuacintle,20,gramos,20,18,67,2.2,0.9,13,0.1,0.2,0.5,0,,22,,,,1.5,0.4,52.3,0.2,,0,,
maiz-cacahuacintle-2,Cereales S/G,Maíz cacahuacintle,20,gramos,20,18,67,2.2,0.9,13,0.1,0.2,0.5,0,,2.2,,,,1.5,0.4,52.3,0.2,,0,,
maiz-palomero,Cereales S/G,Maíz palomero,20,gramos,20,20,73,2.4,0.9,14.2,0.1,0.3,0.5,0,,2.4,1.8,,,3.4,0.4,56.8,0.2,,0,,
maiz-pozolero,Cereales S/G,Maíz pozolero,0.33,taza,54,54,58,1.8,0.7,13.6,0.1,0.2,0.3,0,,1.5,,3.4,,1.1,0.3,134.8,9.2,55.7,0,,
maizena,Cereales S/G,Maizena,2,cda,16,16,60,0,0,14.4,0,0,0,0,,0,,,,,,,,,0,,
maizena-2,Cereales S/G,Maizena,2,cda,16,16,60,0,0,14.4,0,0,0,0,,0,,,,,,,,,0,,
malanga,Cereales S/G,Malanga,70,gramos,70,60,67,0.9,0.1,15.9,0,0,0,0,,2.5,,2.7,13.2,25.9,0.3,355.8,6.6,50.6,0,,
marias,Cereales S/G,Marías,5,pieza,19,19,75,1.4,1.4,14.3,0.7,0.4,0.3,0,4.8,0.4,63.9,,26.1,33.8,1.1,NOD,112.5,,0,,
marias-cereale-fresa,Cereales S/G,Marías Cerealé fresa,1.5,pieza,15,15,66,1.1,2.1,10.7,0.7,1.1,0.3,0,3.5,1.4,,,,,,,63.8,,0,,
marinela-sponch,Cereales S/G,Marinela Sponch,1,pieza,20,20,80,1.3,1.3,14.7,0.7,0.7,0,0,8,,,,,,,,26.7,,0,,
masa-de-maiz,Cereales S/G,Masa de maíz,45,gramos,45,45,69,1.6,0.9,14.3,0.1,0.2,0.5,0,,1.5,,NOD,,31.5,0.7,,,,0,,
masa-de-maiz-amarillo,Cereales S/G,Masa de maíz amarillo,35,gramos,35,35,66,1.5,0.8,13.5,0.1,0.2,0.4,0,,1.2,2.1,NOD,,30.8,0.6,,,,0,,
masa-de-maiz-blanco,Cereales S/G,Masa de maíz blanco,45,gramos,45,45,69,1.6,0.9,14.3,0.1,0.2,0.5,0,,1.5,,,,31.5,0.7,,,,0,,
masa-para-pizza,Cereales S/G,Masa para pizza,3,cda,27,27,70,2.7,0.8,13.5,0,0,0,0,1.1,0.5,,,,,1,,156.6,,0,,
masa-para-tortillas,Cereales S/G,Masa para tortillas,45,gramos,45,45,69,1.6,0.9,14.3,0.1,0.2,0.5,0,,1.5,,,,31.5,0.7,,,,0,,
masa-yucatan,Cereales S/G,Masa Yucatán,40,gramos,40,40,69,1.8,0.5,14.6,0.1,0.2,0.3,0,,1.4,,,,36,0.8,,,,0,,
media-noche,Cereales S/G,Media noche,0.5,pieza,22,22,55,2,1,10.5,0,0,0,0,1.5,0.5,,,,10,0.5,,105,,0,,
media-noche-con-ajonjoli,Cereales S/G,Media noche con ajonjolí,0.5,pieza,22,22,55,2,1,10.5,0,0,0,0,1.5,0.5,,,,10,0.5,,105,,0,,
mijo-cocido,Cereales S/G,Mijo cocido,0.33,taza,57,57,68,2,0.6,13.6,0.1,0.1,0.3,0,0.1,0.8,,,,1.6,0.4,,1,,0,,
mijo-crudo,Cereales S/G,Mijo crudo,15,gramos,15,15,57,1.7,0.6,10.9,0.1,0.1,0.3,0,,1.3,,,,1.2,0.5,,0.8,,0,,
mini-chapata,Cereales S/G,Mini chapata,1,pieza,35,35,88,3.1,0,18.1,0,0,0,0,0.6,0.6,,,,37.5,1.1,,218.8,,0,,
mueslix-con-manzana-y-almendra,Cereales S/G,Mueslix con manzana y almendra,0.25,taza,18,18,68,1.7,1.6,13.2,0,0,0,0,3,1.5,,,,11.1,1.5,67.3,87.1,50.2,0,,
nixtamal,Cereales S/G,Nixtamal,45,gramos,45,45,69,1.6,0.9,14.3,0.1,0.2,0.5,0,,1.5,,,,31.5,0.7,,,,0,,
nutrigrain-de-fresa,Cereales S/G,Nutrigrain de fresa,0.5,pieza,19,19,69,1,1.5,13,0.7,0,0,0,6.5,0.5,,,,,,,30,,0,,
nutrigain-sabor-fresa,Cereales S/G,Nutrigain sabor fresa,0.5,pieza,19,19,69,1,1.5,13,0.7,0,0,0,6.5,0.5,,,,,,,30,,0,,
nutritas-variedad-de-sabores,Cereales S/G,Nutritas variedad de sabores,0.5,bolsa,17,17,67,1.4,1.4,12.3,,,,,0.5,0.5,,,,,,,99,,0,,
name,Cereales S/G,Ñame,100,gramos,100,86,66,1.9,0.1,15.1,0,0,0,0,,0.4,,7.7,19.8,11.2,0.4,701.8,7.7,,0,,
oblea,Cereales S/G,Oblea,4,pieza,16,16,68,1.7,0.1,13.5,0,0,0,0,2,0.7,NID,,,,,,46.2,,0,,
obleas-con-pepita,Cereales S/G,Obleas con pepita,3,pieza,21,21,84,2.1,1.2,16.4,0,0,0,0,,0.2,,,,8.5,1.1,,17.1,,0,,
palanqueta-de-amaranto,Cereales S/G,Palanqueta de amaranto,0.5,pieza,20,20,72,3.2,1.7,16.6,,,,,11.2,0.6,,,,,,,,,0,,NID
palanqueta-de-amaranto-con-pasas,Cereales S/G,Palanqueta de amaranto con pasas,0.33,pieza,13,13,52,1,0,11.2,,,,,,,,,,,,,,,0,,NID
palitos-de-pan,Cereales S/G,Palitos de pan,3,pieza,18,18,74,2.2,1.7,12.3,0.3,0.6,6,0,,0.5,,,5.4,3.6,0.8,22.5,117.9,21.6,0,NID,
palomitas,Cereales S/G,Palomitas,2.5,taza,18,18,70,3.5,0,14,0,0,0,0,,3.5,NID,,,,,35,140,,0,55,10
palomitas-acarameladas,Cereales S/G,Palomitas acarameladas,0.5,taza,18,18,76,0.7,2.3,13.9,0.7,0.5,0.8,1,6.9,0.9,2,,0.5,7.5,0.3,19,36,14.5,0,NID,
palomitas-acarameladas-sin-grasa,Cereales S/G,Palomitas acarameladas sin grasa,0.75,taza,19,19,69,1.7,0,10,0,0,0,0,0.6,0,,,,,,,131.3,,0,,
palomitas-fat-free,Cereales S/G,Palomitas fat free,2.5,taza,18,18,70,3.5,0,14,0,0,0,0,,3.5,,,,,,35,140,,0,,
palomitas-naturales,Cereales S/G,Palomitas naturales,2.5,taza,18,18,70,3.5,0,14,0,0,0,0,,3.5,,,,,,35,140,,0,,
palomitas-sin-grasa,Cereales S/G,Palomitas sin grasa,2.5,taza,18,18,70,3.5,0,14,0,0,0,0,,3.5,,,,,,35,140,,0,,
pambazo,Cereales S/G,Pambazo,0.5,pieza,25,25,67,2.5,1,12.5,0.2,0,0,0,1,1.5,,,,10.5,0.3,28,142.3,31.8,0,,
pan-5-granos,Cereales S/G,Pan 5 granos,1,reb,25,25,62,2.4,2.1,9.6,0,0,0,0,,1.6,,,,NID,,,83,,0,,
pan-7-granos,Cereales S/G,Pan 7 granos,1,reb,26,26,65,2.6,1,12.1,0.2,0.84,0.2,0,,1.7,,,12,24,0.9,53,127,46,0,55,14
pan-acimo,Cereales S/G,Pan ácimo,0.33,pieza,20,20,57,1.3,1,11.1,0.2,0.4,0.3,3.6,,0.5,9.9,,2,16.2,0.5,52.8,78.9,22.4,0,,
pan-arabe,Cereales S/G,Pan árabe,0.33,pieza,20,20,54,1.8,0.2,11,0,0,0.1,0,0.3,0.4,NID,,,17,0.5,23.8,106.1,19.2,0,,
pan-arabe-integral,Cereales S/G,Pan árabe integral,0.33,pieza,21,21,56,2.1,0.6,11.6,0.1,0.1,0.2,0,,1.6,,,7.3,3.3,0.6,36,112.2,38,0,,
pan-bagel-dulce,Cereales S/G,Pan bagel dulce,0.33,pieza,23,23,64,2.3,0.4,12.9,0.1,0,0.2,0,,0.5,2,,5,4.3,0.9,35.6,75.6,18.2,0,,
pan-bagel-integral,Cereales S/G,Pan bagel integral,0.33,pieza,23,23,60,2.5,0.3,12.5,0,0,0,0,,0.8,,,,,,,118.8,,0,,
pan-bagel-salado,Cereales S/G,Pan bagel salado,0.33,pieza,23,23,64,2.5,0.4,12.5,0.1,0,0.2,0,,0.5,,,5.3,17.5,0.8,23.8,125.1,22.4,0,,
pan-baguette,Cereales S/G,Pan baguette,0.14,pieza,27,27,72,2.2,1,13.4,0.2,0.4,0.2,0,1,0.6,,,9.7,29.2,0.8,32.4,145.8,25.9,0,,
pan-birote,Cereales S/G,Pan birote,0.33,pieza,22,22,67,2.1,0,14.1,0,0,0,0,,0.1,,,,9.1,0.3,24.3,123.3,27.5,0,,
pan-blanco,Cereales S/G,Pan blanco,1,reb,27,27,71,2.2,0.8,13.6,0.2,0.1,0.2,0.1,,0.5,,,27.8,101.3,1.1,32.4,149.9,25.9,0,70,19
pan-cemita,Cereales S/G,Pan cemita,0.33,pieza,23,23,66,2,0.5,12.7,0.1,0.2,0.1,0.6,2.1,0.4,,,,16.4,0.6,,100.7,,0,,
pan-centeno,Cereales S/G,Pan centeno,0.75,reb,24,24,62,2,0.8,11.6,0.2,0.3,0.2,0,,1.4,,,12,17.3,0.7,39.8,158.3,30,0,41,10
pan-con-salvado,Cereales S/G,Pan con salvado,0.75,reb,27,27,67,2.4,0.9,12.9,0.2,0.5,0.2,0,,1.1,,,6.8,20.3,0.8,61.5,131.3,50.3,0,,
pan-de-5-granos,Cereales S/G,pan de 5 granos,1,reb,25,25,62,2.4,2.1,9.6,0,0,0,0,,1.6,,,,,,,83,,0,,
pan-de-7-granos,Cereales S/G,Pan de 7 granos,1,reb,26,26,65,2.6,1,12.1,0.2,0.4,0.2,0,,1.7,,,12,24,0.9,53,127,46,0,55,14
pan-de-avena,Cereales S/G,Pan de avena,1,reb,30,30,71,3.1,1.8,11.9,2,0.5,0.5,0,,1.3,,,8,20,0.9,34,122,32,0,47,14
pan-de-caja,Cereales S/G,Pan de caja,1,reb,27,27,71,2.2,0.8,13.6,0.2,0.1,0.2,0.1,,0.5,,,27.8,101.3,1.1,32.4,149.9,25.9,0,70,19
