food_id,medida_nombre,porcion_default,gramos_por_medida
camaron-seco-helado,gramos,10,0.9
camaron-u15,pieza,2,20.0
cangrejo,pieza,2,21.0
cangrejo-cocido,gramos,40,1.0
cangrejo-de-alaska,gramos,40,1.0
cangrejo-de-alaska-cocido,gramos,40,1.0
cangrejo-enlatado,taza,0.25,136.0
carne-de-alce-cocida,gramos,25,1.0
carne-de-armadillo,gramos,35,0.71
carne-de-avestruz,gramos,35,1.0
carne-de-faisan-cruda-sin-piel,gramos,35,0.86
carne-de-jaiba,gramos,40,1.0
carne-de-res-seca,gramos,11,1.0
carne-de-venado-cruda,gramos,30,0.9
carne-molida-de-pavo,gramos,30,1.0
carne-molida-de-pollo,gramos,30,1.0
carne-obscura-de-pollo-cruda,gramos,30,1.0
cazon,gramos,60,0.53
cazon-fileteado,gramos,33,1.0
cecina,gramos,25,1.0
cecina-enchilada,gramos,25,1.0
chambarete,gramos,35,0.94
chambarete-de-res,gramos,35,0.94
chapulines-secos,gramos,11,1.0
charales-frescos,gramos,30,0.9
charales-secos,gramos,15,0.8
cherna,gramos,70,0.54
chipiron-calamar-crudo,gramos,45,1.0
chuleta-ahumada,pieza,0.5,68.0
clara-de-huevo,pieza,2,33.0
clara-de-huevo-en-polvo,cucharada,1.5,6.67
codorniz,gramos,30,1.0
corazon-de-puerco-cocido,gramos,25,1.0
corazon-de-puerco-crudo,gramos,35,1.0
corazon-de-res-cocido,gramos,25,1.0
corazon-de-res-crudo,gramos,38,1.0
corazon-de-ternera-cocido,gramos,20,1.0
corazon-de-ternera-crudo,gramos,40,1.0
cuete,gramos,45,0.96
cuete-de-res,gramos,45,0.96
empuje,gramos,33,1.0
empuje-de-res,gramos,33,1.0
escalopa-de-res,gramos,30,1.0
extraviado,gramos,80,0.51
extraviado-fileteado,gramos,41,1.0
fajita-de-pollo-sin-piel-cruda,gramos,30,1.0
falda,gramos,35,0.94
falda-abierta,gramos,35,0.94
falda-de-res,gramos,35,0.94
filete-de-atun,gramos,30,1.0
filete-de-bandera-crudo,gramos,40,1.0
filete-de-calamar-crudo,gramos,45,1.0
filete-de-cazon-crudo,gramos,30,1.0
filete-de-extraviado,gramos,40,1.0
filete-de-guachinango-pargo,gramos,35,1.0
filete-de-huachinango-pargo,gramos,35,1.0
filete-de-lenguado,gramos,45,1.0
filete-de-merfuza,gramos,45,1.0
filete-de-mero,gramos,40,1.0
filete-de-mojarra,gramos,40,1.0
filete-de-pescado,gramos,40,1.0
filete-de-pescado-blanco-del-nilo,gramos,40,1.0
filete-de-res,gramos,30,1.0
filete-de-robalo,gramos,40,1.0
filete-de-venado,gramos,40,0.9
filete-mignon,pieza,0.25,120.0
filete-minon,pieza,0.25,120.0
filete-tampiquena,pieza,0.25,120.0
gallinita-de-guinea-con-piel,gramos,30,0.83
gallinita-de-guinea-sin-piel,gramos,55,0.64
guachinango,gramos,70,0.51
guachinango-cocido,gramos,28,1.0
guachinango-crudo-fileteado,gramos,35,1.0
gurrubata-cruda,gramos,80,0.51
halibut-cocido,gramos,27,1.0
huachinango-crudo-fileteado,gramos,35,1.0
huachinango-cocido,gramos,28,1.0
huachinango-crudo,gramos,70,0.51
hueva-de-pescado,cucharadita,6,5.0
huevo-de-iguana,gramos,65,0.89
iguana,gramos,100,0.3
isabelita,gramos,70,0.51
jaiba-cocida-desmenuzada,taza,0.33,142.42
jaiba-cocida-entera,gramos,75,0.53
jaiba-cruda,gramos,40,1.0
jorobado-lamparosa,gramos,70,0.51
jugo-de-almeja,taza,7,240.0
langosta,gramos,100,0.4
langosta-cocida,gramos,35,1.0
langostino,gramos,110,0.45
lenguado,gramos,90,0.5
lenguado-fileteado,gramos,45,1.0
liebre,gramos,50,0.66
lisa-churra-cabezuda,gramos,70,0.51
lomo-canadiense,rebanada,3,15.0
lomo-de-venado,gramos,40,0.9
machaca,sobre,0.33,39.39
machacado-de-res,gramos,15,1.0
maciza-de-res,gramos,25,1.0
maciza-de-res-en-trozo,gramos,25,1.0
mantarraya-cocida,gramos,25,1.0
medallon-de-filete,pieza,0.25,120.0
medallon-de-filete-de-res,gramos,30,1.0
mejillones-sin-concha-cocidos,gramos,25,1.0
mejillones-sin-concha-crudos,taza,0.33,151.52
menudencias-de-pollo-crudas,gramos,35,1.0
menudencias-de-pavo,gramos,25,1.0
menudencias-de-pollo-cocidas,gramos,25,1.0
merluza,gramos,85,0.51
merluza-fileteada,gramos,45,1.0
mero-cocido,gramos,30,1.0
mero-crudo,gramos,80,0.51
mero-crudo-fileteado,gramos,40,1.0
milanesa-de-avestruz,gramos,35,1.0
milanesa-de-pollo,gramos,30,1.0
milanesa-de-res,gramos,30,1.0
mojarra-cruda-fileteada,gramos,35,1.0
mojarra-tilapia-cruda,pieza,0.33,112.12
molida-de-pollo,gramos,30,1.0
molleja-de-pollo-cocida,gramos,25,1.0
pancita-de-res,gramos,45,0.96
pargo,gramos,70,0.51
pargo-fileteado,gramos,35,1.0
pata-de-res,gramos,120,0.46
pechuga-de-pavo,rebanada,1.5,21.33
pechuga-de-pavo-ahumada,rebanada,1.5,22.67
pechuga-de-pavo-ahumada-baja-en-grasa,rebanada,2,21.0
pechuga-de-pollo-sin-piel-aplanada,gramos,30,1.0
pechuga-de-pollo-ahumada,rebanada,2,21.0
pechuga-de-pollo-deshuesada-sin-piel,gramos,30,1.0
pechuga-de-pollo-molida,gramos,30,1.0
pechuga-de-pollo-sin-piel,gramos,30,0.9
pechuga-de-pollo-sin-piel-a-la-plancha,gramos,30,1.0
pechuga-de-pollo-sin-piel-asada,gramos,30,1.0
pechuga-de-pollo-sin-piel-cocida,gramos,30,1.0
pechuga-de-pollo-sin-piel-cruda,gramos,40,0.85
pechuga-de-pollo-sin-piel-en-brocheta-cruda,gramos,30,1.0
pechuga-de-pollo-sin-piel-en-fajitas-cruda,gramos,30,1.0
pechuga-de-pollo-sin-piel-horneada-rebanada,rebanada,2,21.0
pechuga-de-pollo-sin-piel-molida-cruda,gramos,30,1.0
pechuga-sin-piel-deshebrada,gramos,30,1.0
pechuga-sin-piel-desmenuzada,gramos,30,1.0
pechuga-sin-piel-molida,gramos,30,1.0
perca-cocida,gramos,30,1.0
perca-cruda,gramos,75,0.51
perca-fileteada,gramos,38,1.0
pescado-blanco-ahumado,gramos,32,1.0
pescado-en-trozo,gramos,75,0.52
pescado-entero,gramos,75,0.52
pescado-fileteado,gramos,40,1.0
pescado-rebanado,gramos,75,0.52
pescado-seco-tipo-bacalao,gramos,13,0.92
pez-espada-cocido,gramos,28,1.0
pez-espada-crudo,gramos,55,0.65
pez-espada-crudo-fileteado,gramos,38,0.95
pez-espada-crudo-rebanado,gramos,55,0.65
pollo-crudo-sin-piel,gramos,40,0.65
pollo-crudo-sin-piel-en-piezas,gramos,40,0.65
pollo-deshebrado,taza,0.25,152.0
pollo-sin-piel-cocido,gramos,30,1.0
proteina-aislada-de-soya,gramos,10,1.0
proteina-concentrada-de-soya,gramos,10,1.0
proteina-de-suero-de-leche,cucharadita,2,5.0
pulmon-de-cerdo,gramos,55,0.87
pulpa-de-jaiba,taza,0.33,139.39
pulpo-cocido,gramos,25,1.0
pulpo-crudo,gramos,45,1.0
puntas-de-filete,gramos,30,1.0
puntas-de-res,gramos,30,1.0
queso-cotagge-lala-light,gramos,50,1.0
queso-cottage,cucharada,3,16.0
queso-cottage-1-grasa,taza,0.25,228.0
queso-cottage-2-grasa,cucharada,3,16.0
queso-cottage-bajo-en-grasa,taza,0.25,228.0
queso-mozzarella-cero-grasa,rebanada,1,28.0
queso-suizo-muy-bajo-en-grasa,rebanada,1,28.0
retazo-de-pescado-crudo,gramos,350,0.1
rinones-de-carnero-crudos,gramos,40,0.9
rinones-de-cerdo-cocidos,gramos,28,1.0
rinones-de-res-cocidos,gramos,25,1.0
rinones-de-ternera-cocidos,gramos,25,1.0
roast-beef,rebanada,2.5,13.2
robalo-cocido,gramos,30,1.0
robalo-crudo,gramos,75,0.51
robalo-fileteado,gramos,40,1.0
salmon-ahumado,gramos,35,1.0
sats-orugas,gramos,65,1.0
sopa-de-almeja,taza,0.75,240.0
surimi,barra,0.66,60.61
surimi-imitacion-camaron,gramos,40,1.0
tampiquena,pieza,0.25,120.0
tampiquena-de-filete,pieza,0.25,120.0
trucha-fresca,gramos,35,1.0
venado-cocido-carne-magra,gramos,25,0.92
venado-crudo-carne-magra,gramos,30,0.9
agujas-de-res,gramos,35,0.94
anchoa-con-aceite,pieza,6,4.0
anchoas-en-lata,pieza,6,4.0
arenque-cocido,gramos,25,1.0
arenque-fresco-crudo,gramos,35,1.0
arrachera-cruda,gramos,35,1.0
arrachera-de-res-cocida,gramos,30,1.0
atun-ahumado,gramos,30,1.0
atun-blanco-en-aceite,gramos,30,1.0
atun-en-aceite-drenado,lata,0.33,100.0
barbacoa,gramos,50,0.8
barbacoa-con-hueso,gramos,65,0.58
bistec-de-ternera,gramos,35,1.0
bonito,gramos,60,0.52
bonito-en-aceite,gramos,25,1.0
bonito-fileteado,gramos,30,1.0
cabeza-de-carnero-ocida,gramos,495,0.1
cabeza-de-cerdo,gramos,495,0.1
calamar-frito,gramos,35,1.0
carne-de-cerdo,gramos,40,1.0
carne-de-cerdo-molida,gramos,40,1.0
carne-de-ganso-de-crianza,gramos,40,0.8
carne-de-pato-de-crianza,gramos,60,0.65
carne-de-res-promedio,gramos,30,1.0
carne-de-ternera,gramos,35,1.0
carne-molida-de-cerdo-40,gramos,40,1.0
carne-promedio,gramos,30,0.97
carnero,gramos,50,0.8
carnero-con-hueso,gramos,65,0.58
carpa,gramos,75,0.55
carpa-cocida,gramos,30,1.0
carpa-horneada,gramos,30,1.0
chamorro-cocido,gramos,25,1.0
chuleta-de-cerdo,pieza,0.5,76.0
cola-de-res,gramos,20,1.0
conejo,gramos,40,0.8
conejo-de-crianza,gramos,40,0.8
corazon-de-borrego,gramos,45,1.0
corazon-de-borrego-cocido,gramos,30,1.0
corazon-de-cordero,gramos,45,1.0
corazon-de-cordero-cocido,gramos,30,1.0
corazon-de-pavo,gramos,40,1.0
corazon-de-pollo-cocido,gramos,25,1.0
corned-beef,gramos,25,1.0
corned-beef-con-aspic,gramos,30,1.0
cueritos-de-cerdo,gramos,10,1.0
cuete-de-ternera,gramos,35,1.0
falda-de-cerdo,gramos,40,1.0
filete-de-carpa,gramos,40,1.0
filete-de-cerdo,gramos,40,1.0
filete-de-puerco,gramos,40,1.0
gallina,gramos,40,0.68
gallina-joven-cocida,gramos,40,0.68
ganso-de-crianza,gramos,40,0.8
guajolote,gramos,45,0.8
higado-de-ganso-crudo,gramos,40,1.0
higado-de-borrego-cocido,gramos,25,1.0
higado-de-cerdo-cocido,gramos,30,1.0
higado-de-ganso,pieza,0.5,94.0
higado-de-pato-crudo,gramos,40,1.0
higado-de-pavo,cucharada,4,8.75
higado-de-pollo-cocid,gramos,30,1.0
higado-de-pollo-crudo,gramos,40,1.0
higado-de-res-cocido,gramos,30,1.0
higado-de-res-frito,gramos,25,1.0
hueva-de-pescado-cocida,gramos,25,1.0
huevo-congelado-sin-colesterol,cucharada,4,15.0
huevo-de-tortuga,gramos,50,0.9
jamon-bajo-en-grasa,rebanada,2,21.0
jamon-de-pavo,rebanada,2,21.0
jamon-de-pierna,rebanada,2,21.0
lomo-de-cerdo,gramos,40,1.0
lorno-de-cerdo-en-trozos,gramos,40,1.0
maciza-de-carnero,gramos,50,0.8
maciza-de-ternera,gramos,35,1.0
marlin,gramos,35,1.0
milanesa-de-cerdo,gramos,40,1.0
milanesa-de-ternera,gramos,35,1.0
molida-de-cerdo,gramos,40,1.0
molida-de-pavo,gramos,35,1.0
molida-de-res,gramos,30,1.0
molida-de-sirloin,gramos,25,1.0
molida-especial,gramos,30,1.0
molida-regular-de-res-10-grasa,gramos,30,1.0
muslo-de-pollo-crudo-sin-piel,pieza,0.5,90.0
ostion-cocido,gramos,35,1.0
ostion-crudo,gramos,75,1.0
ostion-cultivado,pieza,9,14.0
ostion-cultivado-cocido,pieza,9,9.78
ostion-en-jugo,gramos,70,1.0
ostion-enlatado,gramos,100,1.0
pampano,gramos,65,0.51
pampano-cocido,gramos,25,1.0
pampano-fileteado,gramos,35,1.0
pancita-de-puerco,gramos,35,1.0
pasta-de-anchoas,cucharadita,4,7.0
pasta-de-camaron,gramos,30,1.0
pasta-de-langosta,cucharadita,4,7.0
pastrami-de-pavo,rebanada,2,21.0
pato-de-crianza,gramos,60,0.65
pavo,gramos,45,0.8
pavo-entero,gramos,45,0.8
pechuga-de-pollo-sin-piel-2,gramos,35,0.86
pescado-blanco,gramos,75,0.52
pescado-blanco-cocido,gramos,30,1.0
pescado-blanco-fileteado,gramos,35,1.0
pescuezo-de-pollo-sin-piel,pieza,125,0.3
pescuezo-de-res,gramos,50,0.66
pierna-de-carnero,gramos,50,0.8
pierna-de-cerdo,gramos,40,1.0
pierna-de-cordero,gramos,30,0.87
pierna-de-pollo-sin-piel-cocida,pieza,0.25,104.0
pierna-de-pollo-sin-piel-cruda,pieza,0.33,130.3
pierna-de-puerco,gramos,40,1.0
pulpa-de-cerdo,gramos,40,1.0
pulpa-de-ternera,gramos,40,0.95
queso-cheddar-bajo-en-grasa,gramos,30,1.0
queso-cottage-cremos,cucharada,3,18.0
queso-de-soya,rebanada,2,28.0
queso-fresco,gramos,40,1.0
queso-fresco-de-cabra,gramos,30,1.0
queso-fresco-de-vaca,gramos,40,1.0
queso-oaxaca-lala-light,gramos,30,1.0
queso-panela,gramos,40,1.0
queso-panela-lala-ligh,gramos,30,1.0
queso-ricota-reducido-en-grasa,cucharada,3,15.0
recorte-de-cerdo-cocido,gramos,25,1.0
retazo-de-carnero,gramos,500,0.1
rib-eye-sin-grasa,gramos,25,1.0
salmon,gramos,30,1.0
salmon-cocido,gramos,30,1.0
salmon-fresco,gramos,30,1.0
short-loin,gramos,25,1.0
sierra-ahumada,gramos,30,1.0
sirloin,gramos,25,1.0
sustituto-de-huevo-en-polvo,cucharada,3,5.0
susituto-de-huevo-liquido,cucharada,4,15.0
t-bone-sin-grasa,gramos,30,0.8
ternera,gramos,35,1.0
ternera-en-canal,gramos,40,0.95
tofu-firme,gramos,40,1.0
trucha,gramos,70,0.46
trucha-ahumada,gramos,30,1.0
trucha-cocida,gramos,30,1.0
trucha-fileteada,gramos,35,1.0
anguila,gramos,40,1.0
arenque-marinado,filete,0.25,184.0
bistec-de-bola,gramos,25,1.0
bola-de-res,gramos,25,1.0
boquerones-fritos,gramos,40,1.0
carne-de-suadero,gramos,29,1.0
carne-deshebrada,gramos,30,1.0
carne-molida-extra-magra-cocida,gramos,30,1.0
carne-molida-extra-magra-salteada,gramos,30,1.0
caviar,cucharadita,5,5.4
caviar-negro,cucharadita,5,5.4
caviar-rojo,cucharadita,5,5.4
chicharron,gramos,12,1.0
chicharron-de-cerdo,gramos,12,1.0
chicharron-de-puerco,gramos,12,1.0
costillar-de-cerdo,gramos,50,0.66
costillitas-de-cerdo,gramos,50,0.66
dedos-mozzarella,pieza,1,24.0
escamol,gramos,15,1.0
filete-de-salmon,gramos,30,1.0
gusano-blanco-de-maguey,gramos,15,1.0
gusanos-de-maguey,gramos,35,1.0
huevo-enriquecido-con-dha-omega-3-y-vitamina-e,pieza,1,55.0
huevo-agra,pieza,1,55.0
huevo-batido-o-revuelto-cocido,cucharada,3,13.67
huevo-blanco-cocido,pieza,1,44.0
huevo-cocido,pieza,1,44.0
huevo-de-codorniz-fresco,pieza,6,8.33
huevo-deshidratado,cucharada,2.5,5.2
huevo-en-polvo,cucharada,2.5,5.2
huevo-entero-cocido,pieza,1,44.0
huevo-entero-fresco,pieza,1,44.0
huevo-fresco,pieza,1,44.0
huevo-pochado,pieza,1,50.0
huevo-rojo-cocido,pieza,1,44.0
longaniza-de-primera,gramos,45,0.98
macarela-cocida,filete,0.33,87.88
macarela-fresca,filete,0.33,112.12
muslo-de-pollo-con-piel-cocido-con-hueso,pieza,0.33,100.0
muslo-de-pollo-con-piel-crudo-con-hueso,pieza,0.33,103.03
orejas-de-cerdo,pieza,0.25,112.0
pata-de-cerdo-cocida,gramos,150,0.34
pata-de-cerdo-cocidas,gramos,150,0.34
patas-de-cerdo-en-escabeche,gramos,150,0.34
patitas-de-cerdo-encurtidas-sin-hueso,gramos,150,0.34
pecho-de-res,gramos,50,0.74
pierna-de-pollo-con-piel-cocida,pieza,0.33,109.09
pierna-y-muslo-de-pollo-con-piel,pieza,0.2,200.0
queso-blanco,gramos,35,1.0
queso-de-soya-2,rebanada,2,28.0
queso-holandes,gramos,20,1.0
queso-monterrey-bajo-en-grasa,rebanada,1,28.0
queso-mozzarella-reducido-en-grasa,rebanada,1,28.0
queso-mozzarella-semidescremado,gramos,30,1.0
queso-muenster-bajo-en-grasa,rebanada,1,28.0
queso-parmesano,cucharada,3.5,5.14
queso-parmesano-duro,gramos,20,1.0
queso-parmesano-en-trozo,gramos,20,1.0
queso-parmesano-rallado,cucharada,3.5,5.14
queso-ricotta-semidescremada,gramos,55,1.0
queso-tipo-americano-lala-light,gramos,30,1.0
requeson-promedio,cucharada,3.5,12.0
sabritas-chicharron-de-cerdo,bolsa,0.5,30.0
salami-de-pavo,rebanada,6,7.0
salchicha-de-pavo,pieza,1,61.0
salchicha-vegetariana,pieza,1,25.0
salmon-en-aceite,gramos,35,1.0
sardinas-en-aceite,pieza,3,12.0
sardinas-en-tomate,pieza,1,38.0
sesos-de-cerdo-cocidos,gramos,50,1.0
sesos-de-cordero-cocidos,gramos,50,1.0
sesos-de-temera-cocidos,gramos,50,1.0
sierra,gramos,50,0.76
sierra-fileteada,gramos,35,1.0
sierra-picada,gramos,35,1.0
suadero-crudo,gramos,29,1.0
sustituto-de-queso-mozzarella,rebanada,1,28.0
alitas-de-pollo,pieza,2,18.0
aitas-de-pollo-enchiladas,pieza,2,18.0
alon-de-pollo-con-piel-cocido,pieza,1,51.0
alon-de-pollo-con-piel-crudo,pieza,1,51.0
anejo-tipo-cotija,cucharada,2,12.0
carne-de-res-semigrasosa,gramos,40,0.95
carne-molida-popular-de-res,gramos,40,0.82
carne-molida-regular,gramos,40,1.0
carne-molida-regular-cocida,gramos,35,1.0
carne-obscura-de-pollo-con-piel,gramos,40,1.0
cecina-de-res,gramos,50,1.0
cerdo-en-canal,gramos,40,0.7
cheez-whiz,cucharada,2,16.5
chuleta-de-carnero,gramos,40,0.9
chuleta-de-cordero-entera,pieza,0.33,136.36
cordero,gramos,50,0.74
costilla-de-carnero,gramos,45,0.8
costilla-de-res,gramos,40,0.72
espaldilla,gramos,45,0.8
espaldilla-de-cerdo,gramos,45,0.8
espinazo,gramos,45,0.8
espinazo-de-cerdo,gramos,45,0.8
fondue-de-queso,cucharada,3.5,13.14
hamburguesa-de-pollo,gramos,30,1.0
huevo-de-gansa,pieza,0.5,126.0
huevo-de-pato,pieza,1,62.0
huevo-de-pavo,pieza,1,70.0
huevo-estrellado,pieza,1,46.0
huevo-frito,pieza,1,46.0
huevo-revuelto,gramos,60,1.0
jamon-ahumado,rebanada,1.5,21.33
jamon-americano,rebanada,1.5,21.33
jamon-bajo-en-sodio,rebanada,1.5,18.0
jamon-cocido,rebanada,1.5,21.33
jamon-del-diablo,cucharada,3.5,11.43
jamon-horneado,rebanada,1.5,21.33
jamon-virginia,rebanada,1.5,21.33
jumiles,gramos,20,1.0
lengua-de-cerdo-cocida,gramos,30,1.0
lengua-de-res-cocida,gramos,45,0.78
maciza-de-cerdo,gramos,35,1.0
maciza-de-puerco,gramos,35,1.0
molida-de-carnero,gramos,40,0.95
molida-popular-de-res,gramos,40,0.82
molleja-de-res,gramos,30,1.0
morcilla,rebanada,1,25.0
morcilla-de-arroz,rebanada,1,25.0
moronga,rebanada,1,25.0
mortadela,rebanada,2022-02-11 00:00:00,
mozzarella-fresco,gramos,35,1.0
nugget-de-pollo,pieza,2,17.0
nugget-de-queso,pieza,3,14.33
nuggets-de-pescado,pieza,2,20.0
nuguet-de-soya,pieza,2,17.0
ostion-ahumado,gramos,55,1.0
ostion-empanizado,gramos,55,1.0
palitos-de-pescado-congelados,pieza,1.5,28.0
paloma,gramos,45,0.78
palomitas-de-pollo,pieza,5,6.2
pastel-de-pavo,rebanada,1.5,21.33
pastel-de-pollo,gramos,40,1.0
pastel-de-puerco,rebanada,1.5,21.33
pastel-de-ternera,gramos,40,1.0
pata-de-carnero-cocida,gramos,50,0.7
peperami,pieza,0.75,25.33
peperoni,rebanada,10,2.0
pescuezo-de-pollo-con-piel-sin-hueso,pieza,1,32.0
pollo-crispy,gramos,45,0.76
pollo-rostizado,pieza,0.33,84.85
pulpa-de-res,gramos,25,1.0
queso-amarillo,rebanada,2,21.0
queso-americano-fundido,cucharadita,7,5.57
queso-anejo,gramos,25,1.0
queso-anejo-rallado,cucharada,4,7.25
queso-asadero,rebanada,1,28.0
queso-blue-cheese,gramos,30,1.0
queso-brick,gramos,25,1.0
queso-brie,gramos,30,1.0
queso-camembert,gramos,35,1.0
queso-canasto,gramos,30,1.0
queso-cheddar,rebanada,0.75,28.0
queso-cheddar-rallad,taza,0.25,112.0
queso-cheezwiz,cucharada,2,16.5
queso-cheshire,rebanada,1,28.0
queso-chihuahua,gramos,25,1.0
queso-chihuahua-fresco,rebanada,1,28.0
queso-chihuahua-rallado,taza,0.25,112.0
queso-colby-estilo-cheddar,rebanada,1,28.0
queso-cotija,gramos,30,1.0
queso-crema-light,cucharada,3,15.0
queso-de-cabra-con-ceniza,gramos,35,1.0
queso-de-cabra-duro,gramos,20,1.0
queso-de-cabra-semi-suave,rebanada,1,28.0
queso-de-cabra-suave,gramos,35,1.0
queso-edam,gramos,30,1.0
queso-feta,gramos,40,1.0
queso-fontina,gramos,25,1.0
queso-fundido,cucharada,3,15.0
queso-gouda,gramos,30,1.0
queso-gruyere,gramos,25,1.0
queso-limburger,rebanada,1,28.0
queso-manchego,gramos,25,1.0
queso-manchego-rallado,gramos,25,1.0
queso-manchego-rebanado,gramos,25,1.0
queso-menonita,gramos,25,1.0
queso-monterrey,gramos,25,1.0
queso-mozzarella,gramos,35,1.0
queso-mozzarella-rallado,gramos,35,1.0
queso-mozzarella-suave,rebanada,1,28.0
queso-muenster,rebanada,1,28.0
queso-neufchatel,gramos,35,1.0
queso-oaxaca,gramos,30,1.0
queso-pasteurizado-americano,rebanada,1,28.0
queso-pasteurizado-suizo,rebanada,1.5,21.33
queso-port-salut,rebanada,1,28.0
queso-provolone,rebanada,1,28.0
queso-ricotta,taza,0.25,248.0
queso-romano,gramos,23,1.0
queso-roquefort,gramos,25,1.0
queso-suizo,rebanada,1,28.0
queso-suizo-rallado,cucharada,6,7.17
queso-tipo-americano,rebanada,1.5,18.0
queso-tipo-roquefort,gramos,25,1.0
queso-velveta,gramos,35,1.0
retazo,gramos,350,0.1
retazo-con-hueso,gramos,350,0.1
retazo-de-pollo,gramos,350,0.1
retazo-de-res,gramos,350,0.1
retazo-de-ternera,gramos,350,0.1
rib-eye,gramos,30,1.0
salami,rebanada,3,9.0
salami-de-ternera,rebanada,6,7.0
salchicha,pieza,0.75,45.33
salchicha-ahumada,pieza,0.5,68.0
salchicha-de-pollo,pieza,0.75,45.33
salchicha-de-puerco,pieza,0.75,45.33
salchicha-de-ternera,pieza,0.5,58.0
salchicha-vienna,pieza,3,16.0
salchicha-vienna-ahumada,pieza,1.5,27.33
sesos-de-res-cocidos,gramos,60,1.0
sesos-de-res-crudos,gramos,75,0.99
sesos-de-res-fritos,gramos,55,1.0
t-bone-con-grasa-cocido,gramos,35,0.91
tofu-frito,gramos,40,1.0
tripas-de-res,gramos,55,0.91
ubre,gramos,45,1.0
valveta,gramos,35,1.0
yema,pieza,2,17.0
yema-de-huevo,pieza,2,17.0
yema-de-huevo-en-polvo,cucharada,3,5.0
danonino-queso-petit-suisse-sabor-fresa,pieza,2,42.0
leche-alpura-light-extra,taza,1,240.0
leche-descremada,taza,1,245.0
leche-descremada-con-chocolate,taza,1,240.0
leche-descremada-en-polvo,cucharada,4,7.5
leche-descremada-en-polvo-reducida-en-ca,cucharada,4,7.5
leche-en-polvo-descremada,cucharada,4,7.5
leche-evaporada-descremada,taza,0.5,240.0
leche-light-extra,taza,1,240.0
soful-lt-durazno,envase,1.25,106.4
soful-lt-fresa,envase,1.25,106.4
soful-lt-manzana,envase,1.25,106.4
soful-lt-natural,envase,1.5,105.33
soful-lt-para-beber-fresa,envase,1,209.0
soful-lt-para-beber-mango,envase,1,208.0
soful-lt-para-beber-natural,envase,1,208.0
vitalinea-bebible,pieza,1,240.0
vitalinea-solido,pieza,1.5,125.33
yoghurt-triple-0-bebible-vitalinea-sabor-frutos-amarillos,pieza,1,220.0
yoghurt-activia-bebible-ciruela-pasa,gramos,113,1.0
yoghurt-bajo-en-grasa,taza,0.33,239.39
yoghurt-danone-defensis,pieza,1,100.0
yoghurt-danone-esencial,pieza,1,115.0
yoghurt-light,taza,0.75,240.0
yoghurt-light-de-fruta,taza,0.75,240.0
yoghurt-triple-0-solido-vitalinea-sabor-fresa,pieza,0.75,220.0
leche-evaporada-semidescremada,taza,0.5,260.0
leche-facil-digestion,taza,1,240.0
leche-semidescremada,taza,1,233.0
leche-semidescremada-1,taza,1,244.0
leche-semidescremada-2,taza,1,234.0
vitalinea-bebible-sabor-fresa-y-guayaba,envase,1,240.0
yoghut-activia-zero-bebible-ciruela-pasa-fresa-y-pina-coco,pieza,1,225.0
yoghurt-oikos-estilo-griego-sabor-arandano,envase,0.5,150.0
yoghurt-oikos-estilo-griego-sabor-coco,envase,0.5,150.0
yoghurt-oikos-estilo-griego-sabor-fresa,envase,0.5,150.0
yoghurt-oikos-estilo-griego-sabor-natural,envase,0.5,150.0
yoghurt-oikos-estilo-griego-sabor-natural-sin-azucar-y-sin-endulzar,gramos,114,1.0
jocoque,cucharada,5,15.0
jocoque-ligero,cucharada,5,15.0
jocoque-seco,cucharada,5,15.0
leche,taza,1,240.0
leche-caliente,taza,1,240.0
leche-clavel,taza,0.5,240.0
leche-cruda,taza,1,240.0
leche-de-burra,taza,1,237.0
leche-de-cabra,taza,1,240.0
leche-de-vaca,taza,1,240.0
leche-en-polvo,cucharada,4,8.0
leche-entera,taza,1,240.0
leche-entera-baja-en-sodio,taza,1,240.0
leche-entera-en-polvo,cucharada,4,8.0
leche-entera-en-polvo-adicionada,cucharada,4,8.0
leche-entera-evaporada,taza,0.5,240.0
leche-entera-ultrapasteurizada,taza,1,240.0
leche-evaporada,taza,0.5,240.0
leche-fria,taza,1,240.0
leche-hervida,taza,1,240.0
leche-humana,taza,1,240.0
leche-liconsa-te-nutre,cucharada,4,8.0
leche-materna,taza,1,240.0
leche-maternizada-en-polvo,cucharada,2,13.0
leche-omega-verde,taza,1,240.0
leche-pasteurizada,taza,1,240.0
leche-preparada,taza,1,240.0
yoghurt,taza,1,227.0
yoghurt-danone-natural-sin-azucar-y-sin-endulzar,gramos,188,1.0
yoghurt-natural,taza,1,227.0
activia-natural-bebible,pieza,1.25,250.4
activia-natural-solido,pieza,2,125.0
alimento-lacteo-fermentado-con-acti-regularis-sabor-ciruela-pasa-bebible,pieza,1,250.0
alimento-lacteo-fermentado-con-acti-regularis-sabor-ciruela-pasa-solido,pieza,2,125.0
alimento-lacteo-fermentado-con-acti-regularis-sabor-fresa-bebible,pieza,1,250.0
alimento-lacteo-fermentado-con-acti-regularis-sabor-fresa-solido,pieza,2,125.0
alimento-lacteo-fermentado-sabor-fresa-lactobacillus-casei-y-streptococcus-thermophilus,pieza,2,108.0
alimento-lacteo-fermentado-sabor-manzana-lactobacillus-casei-y-streptococcus-thermophilus,pieza,2,108.0
alimento-lacteo-fermentado-sabor-natural-lactobacillus-casei-y-streptococcus-thermophilus,pieza,2,108.0
chongos-zamoranos,taza,0.5,216.0
