platillo,tiempo,tipo,banda,sabor,mult_max,alimento,nombre_visible,gramos,max_g,rol,seccion,nota,image_filename
Sándwich de Pavo y Aguacate,Desayuno,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,sandwich-de-pavo-y-aguacate.jpg
Pollo Salteado Asiático con Verduras,Comida,suelto,medio,salado,,Pechuga de pollo deshuesada sin piel,Pollo en trozos,150,350,principal,plato,,pollo-salteado-asiatico-con-verduras.jpg
Pollo Salteado Asiático con Verduras,Comida,suelto,medio,salado,,Verduras mixtas,"Verduras (brócoli, pimientos (verde, rojo, amarillo), cebolla)",190,,guarnicion,plato,,pollo-salteado-asiatico-con-verduras.jpg
Pollo Salteado Asiático con Verduras,Comida,suelto,medio,salado,,Cacahuate,Cacahuate,15,24,fijo,plato,,pollo-salteado-asiatico-con-verduras.jpg
Pollo Salteado Asiático con Verduras,Comida,suelto,medio,salado,,Miel,Miel,10,15,fijo,plato,,pollo-salteado-asiatico-con-verduras.jpg
Pollo Salteado Asiático con Verduras,Comida,suelto,medio,salado,,Salsa de soya,Salsa de soya,10,,condimento,plato,,pollo-salteado-asiatico-con-verduras.jpg
Pollo Salteado Asiático con Verduras,Comida,suelto,medio,salado,,Chile cayena en polvo,Chile cayena en polvo,1,,condimento,plato,PENDIENTE crear,pollo-salteado-asiatico-con-verduras.jpg
Pollo Salteado Asiático con Verduras,Comida,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,pollo-salteado-asiatico-con-verduras.jpg
Pollo Salteado Asiático con Verduras,Comida,suelto,medio,salado,,Arroz cocido,Arroz blanco,150,450,principal,acompañamiento,,pollo-salteado-asiatico-con-verduras.jpg
Corte de Res con Papas y Espárragos,Comida,suelto,denso,salado,,Sirloin,Corte de res (sirloin),180,300,principal,plato,,corte-de-res-con-papas-y-esparragos.jpg
Corte de Res con Papas y Espárragos,Comida,suelto,denso,salado,,Papa al horno con cáscara,Papas gajo al horno,150,400,principal,plato,,corte-de-res-con-papas-y-esparragos.jpg
Corte de Res con Papas y Espárragos,Comida,suelto,denso,salado,,Verduras mixtas,Verduras (espárragos),90,,guarnicion,plato,,corte-de-res-con-papas-y-esparragos.jpg
Corte de Res con Papas y Espárragos,Comida,suelto,denso,salado,,Aceite de oliva,Aceite de oliva,5,,fijo,plato,,corte-de-res-con-papas-y-esparragos.jpg
Corte de Res con Papas y Espárragos,Comida,suelto,denso,salado,,Sal,Pizca de sal,1,,condimento,plato,,corte-de-res-con-papas-y-esparragos.jpg
Corte de Res con Papas y Espárragos,Comida,suelto,denso,salado,,Pimienta,Pimienta,1,,condimento,plato,,corte-de-res-con-papas-y-esparragos.jpg
Camarones al Ajillo con Brócoli y Arroz,Comida,suelto,medio,salado,,Camarón cocido,Camarones,160,320,principal,plato,,camarones-al-ajillo-con-brocoli-y-arroz.jpg
Camarones al Ajillo con Brócoli y Arroz,Comida,suelto,medio,salado,,Verduras mixtas,Verduras (brócoli),120,,guarnicion,plato,,camarones-al-ajillo-con-brocoli-y-arroz.jpg
Camarones al Ajillo con Brócoli y Arroz,Comida,suelto,medio,salado,,Aceite de oliva,Aceite de oliva,5,,fijo,plato,,camarones-al-ajillo-con-brocoli-y-arroz.jpg
Camarones al Ajillo con Brócoli y Arroz,Comida,suelto,medio,salado,,Ajo,Ajo,5,,condimento,plato,,camarones-al-ajillo-con-brocoli-y-arroz.jpg
Camarones al Ajillo con Brócoli y Arroz,Comida,suelto,medio,salado,,Limón,Limón,10,,condimento,plato,,camarones-al-ajillo-con-brocoli-y-arroz.jpg
Camarones al Ajillo con Brócoli y Arroz,Comida,suelto,medio,salado,,Chile cayena en polvo,Chile cayena en polvo,1,,condimento,plato,PENDIENTE crear,camarones-al-ajillo-con-brocoli-y-arroz.jpg
Camarones al Ajillo con Brócoli y Arroz,Comida,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,camarones-al-ajillo-con-brocoli-y-arroz.jpg
Camarones al Ajillo con Brócoli y Arroz,Comida,suelto,medio,salado,,Arroz cocido,Arroz blanco,150,450,principal,acompañamiento,,camarones-al-ajillo-con-brocoli-y-arroz.jpg
Camote Relleno de Carne Molida,Comida,suelto,medio,salado,,Camote al horno,Camote horneado,200,350,principal,plato,,camote-relleno-de-carne-molida.jpg
Camote Relleno de Carne Molida,Comida,suelto,medio,salado,,Molida de sirloin,Carne molida magra,130,300,principal,plato,,camote-relleno-de-carne-molida.jpg
Camote Relleno de Carne Molida,Comida,suelto,medio,salado,,Guacamole,Guacamole,80,,sub-receta,plato,,camote-relleno-de-carne-molida.jpg
Camote Relleno de Carne Molida,Comida,suelto,medio,salado,,Crema ácida,Crema,15,24,fijo,plato,,camote-relleno-de-carne-molida.jpg
Camote Relleno de Carne Molida,Comida,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,camote-relleno-de-carne-molida.jpg
Salmón Bowl,Comida,suelto,medio,salado,,Filete de salmón,Salmón a la plancha,150,300,principal,plato,,salmon-bowl.jpg
Salmón Bowl,Comida,suelto,medio,salado,,Arroz cocido,Arroz blanco,150,450,principal,plato,,salmon-bowl.jpg
Salmón Bowl,Comida,suelto,medio,salado,,Aguacate Hass,Aguacate,70,94,principal,plato,,salmon-bowl.jpg
Salmón Bowl,Comida,suelto,medio,salado,,Verduras mixtas,"Verduras (jitomate cherry, pepino, espinaca)",150,,guarnicion,plato,,salmon-bowl.jpg
Salmón Bowl,Comida,suelto,medio,salado,,Elote amarillo desgranado cocido,Elote,50,,guarnicion,plato,,salmon-bowl.jpg
Salmón Bowl,Comida,suelto,medio,salado,,Aceite de oliva,Aceite de oliva,5,,fijo,plato,,salmon-bowl.jpg
Salmón Bowl,Comida,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,salmon-bowl.jpg
Bowl de Pollo con Glaseado de Miel,Comida,suelto,medio,salado,,Pechuga de pollo deshuesada sin piel,Pollo en trozos,150,350,principal,plato,,bowl-de-pollo-con-glaseado-de-miel.jpg
Bowl de Pollo con Glaseado de Miel,Comida,suelto,medio,salado,,Arroz cocido,Arroz blanco,150,450,principal,plato,,bowl-de-pollo-con-glaseado-de-miel.jpg
Bowl de Pollo con Glaseado de Miel,Comida,suelto,medio,salado,,Verduras mixtas,"Verduras (brócoli, pepino)",160,,guarnicion,plato,,bowl-de-pollo-con-glaseado-de-miel.jpg
Bowl de Pollo con Glaseado de Miel,Comida,suelto,medio,salado,,Aguacate Hass,Aguacate,47,94,principal,plato,,bowl-de-pollo-con-glaseado-de-miel.jpg
Bowl de Pollo con Glaseado de Miel,Comida,suelto,medio,salado,,Glaseado de miel y soya,Glaseado de miel y soya,30,,sub-receta,plato,,bowl-de-pollo-con-glaseado-de-miel.jpg
Filete de Pescado con Papas y Ensalada,Comida,suelto,medio,salado,,Filete de pescado,Filete de pescado,180,350,principal,plato,,filete-de-pescado-con-papas-y-ensalada.jpg
Filete de Pescado con Papas y Ensalada,Comida,suelto,medio,salado,,Papa de cambray,Papas cambray al perejil,150,400,principal,plato,,filete-de-pescado-con-papas-y-ensalada.jpg
Filete de Pescado con Papas y Ensalada,Comida,suelto,medio,salado,,Limón,Limón,10,,condimento,plato,,filete-de-pescado-con-papas-y-ensalada.jpg
Filete de Pescado con Papas y Ensalada,Comida,suelto,medio,salado,,Aceite de oliva,Aceite de oliva,5,,fijo,plato,,filete-de-pescado-con-papas-y-ensalada.jpg
Filete de Pescado con Papas y Ensalada,Comida,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,filete-de-pescado-con-papas-y-ensalada.jpg
Filete de Pescado con Papas y Ensalada,Comida,suelto,medio,salado,,Pimienta,Pimienta,1,,condimento,plato,,filete-de-pescado-con-papas-y-ensalada.jpg
Filete de Pescado con Papas y Ensalada,Comida,suelto,medio,salado,,Verduras mixtas,"Verduras (lechuga, espinaca, pepino, zanahoria, cebolla morada)",120,,guarnicion,acompañamiento,PENDIENTE crear Verduras mixtas,filete-de-pescado-con-papas-y-ensalada.jpg
Filete de Pescado con Papas y Ensalada,Comida,suelto,medio,salado,,Aguacate Hass,Aguacate,31,94,principal,acompañamiento,,filete-de-pescado-con-papas-y-ensalada.jpg
Pasta Cremosa con Pollo y Brócoli,Comida,suelto,medio,salado,,Pasta cocida,Pasta,180,400,principal,plato,,pasta-cremosa-con-pollo-y-brocoli.jpg
Pasta Cremosa con Pollo y Brócoli,Comida,suelto,medio,salado,,Pechuga de pollo deshuesada sin piel,Pollo en trozos,130,350,principal,plato,,pasta-cremosa-con-pollo-y-brocoli.jpg
Pasta Cremosa con Pollo y Brócoli,Comida,suelto,medio,salado,,Verduras mixtas,Verduras (brócoli),90,,guarnicion,plato,,pasta-cremosa-con-pollo-y-brocoli.jpg
Pasta Cremosa con Pollo y Brócoli,Comida,suelto,medio,salado,,Elote amarillo desgranado cocido,Elote,50,,guarnicion,plato,,pasta-cremosa-con-pollo-y-brocoli.jpg
Pasta Cremosa con Pollo y Brócoli,Comida,suelto,medio,salado,,Queso crema light,Queso crema light,35,45,principal,plato,,pasta-cremosa-con-pollo-y-brocoli.jpg
Pasta Cremosa con Pollo y Brócoli,Comida,suelto,medio,salado,,Leche descremada,Leche,60,350,principal,plato,,pasta-cremosa-con-pollo-y-brocoli.jpg
Pasta Cremosa con Pollo y Brócoli,Comida,suelto,medio,salado,,Queso parmesano,Parmesano,10,20,fijo,plato,,pasta-cremosa-con-pollo-y-brocoli.jpg
Pasta Cremosa con Pollo y Brócoli,Comida,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,pasta-cremosa-con-pollo-y-brocoli.jpg
Pasta Cremosa con Pollo y Brócoli,Comida,suelto,medio,salado,,Pimienta,Pimienta,1,,condimento,plato,,pasta-cremosa-con-pollo-y-brocoli.jpg
Pasta Fría con Pollo y Aderezo Chipotle,Comida,suelto,medio,salado,,Pasta cocida,Pasta,180,400,principal,plato,,pasta-fria-con-pollo-y-aderezo-chipotle.jpg
Pasta Fría con Pollo y Aderezo Chipotle,Comida,suelto,medio,salado,,Pechuga de pollo deshuesada sin piel,Pollo en trozos,130,350,principal,plato,,pasta-fria-con-pollo-y-aderezo-chipotle.jpg
Pasta Fría con Pollo y Aderezo Chipotle,Comida,suelto,medio,salado,,Elote amarillo desgranado cocido,Elote,60,,guarnicion,plato,,pasta-fria-con-pollo-y-aderezo-chipotle.jpg
Pasta Fría con Pollo y Aderezo Chipotle,Comida,suelto,medio,salado,,Verduras mixtas,"Verduras (pepino, pimiento, cebolla morada)",130,,guarnicion,plato,,pasta-fria-con-pollo-y-aderezo-chipotle.jpg
Pasta Fría con Pollo y Aderezo Chipotle,Comida,suelto,medio,salado,,Aderezo Chipotle,Aderezo chipotle,45,,sub-receta,plato,,pasta-fria-con-pollo-y-aderezo-chipotle.jpg
Pasta César con Pollo,Comida,suelto,medio,salado,,Pasta cocida,Pasta,180,400,principal,plato,,pasta-cesar-con-pollo.jpg
Pasta César con Pollo,Comida,suelto,medio,salado,,Pechuga de pollo sin piel a la plancha,Pollo a la plancha,150,350,principal,plato,,pasta-cesar-con-pollo.jpg
Pasta César con Pollo,Comida,suelto,medio,salado,,Verduras mixtas,"Verduras (lechuga romana, jitomate cherry)",130,,guarnicion,plato,,pasta-cesar-con-pollo.jpg
Pasta César con Pollo,Comida,suelto,medio,salado,,Aderezo César,Aderezo César,50,,sub-receta,plato,,pasta-cesar-con-pollo.jpg
Pasta César con Pollo,Comida,suelto,medio,salado,,Queso parmesano,Parmesano,10,20,fijo,plato,,pasta-cesar-con-pollo.jpg
Pasta César con Pollo,Comida,suelto,medio,salado,,Pimienta,Pimienta,1,,condimento,plato,,pasta-cesar-con-pollo.jpg
Picadillo de Res con Verduras,Comida,suelto,medio,salado,,Molida de sirloin,Carne molida magra,150,300,principal,plato,,picadillo-de-res-con-verduras.jpg
Picadillo de Res con Verduras,Comida,suelto,medio,salado,,Verduras mixtas,"Verduras (zanahoria, brócoli, elote, coliflor)",150,,guarnicion,plato,PENDIENTE crear Verduras mixtas,picadillo-de-res-con-verduras.jpg
Picadillo de Res con Verduras,Comida,suelto,medio,salado,,Aguacate Hass,Aguacate,47,94,principal,acompañamiento,,picadillo-de-res-con-verduras.jpg
Picadillo de Res con Verduras,Comida,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,picadillo-de-res-con-verduras.jpg
Picadillo de Res con Verduras,Comida,suelto,medio,salado,,Pimienta,Pimienta,1,,condimento,plato,,picadillo-de-res-con-verduras.jpg
Picadillo de Res con Verduras,Comida,suelto,medio,salado,,Tostada de maíz horneada,Tostadas horneadas,40,52,principal,acompañamiento,,picadillo-de-res-con-verduras.jpg
Ensalada de Atún Picada,Comida,suelto,medio,salado,,Atún en agua drenado,Atún,130,200,principal,plato,,ensalada-de-atun-picada.jpg
Ensalada de Atún Picada,Comida,suelto,medio,salado,,Verduras mixtas,"Verduras (lechuga picada, pepino, cebolla morada)",160,,guarnicion,plato,,ensalada-de-atun-picada.jpg
Ensalada de Atún Picada,Comida,suelto,medio,salado,,Elote amarillo desgranado cocido,Elote,60,,guarnicion,plato,,ensalada-de-atun-picada.jpg
Ensalada de Atún Picada,Comida,suelto,medio,salado,,"Yoghurt Oikos estilo griego sabor natural, sin azúcar y sin endulzar",Yogurt griego natural,40,300,principal,plato,,ensalada-de-atun-picada.jpg
Ensalada de Atún Picada,Comida,suelto,medio,salado,,Mayonesa light,Mayonesa light,15,24,fijo,plato,,ensalada-de-atun-picada.jpg
Ensalada de Atún Picada,Comida,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,ensalada-de-atun-picada.jpg
Ensalada de Atún Picada,Comida,suelto,medio,salado,,Aguacate Hass,Aguacate,94,140,principal,acompañamiento,,ensalada-de-atun-picada.jpg
Ensalada de Atún Picada,Comida,suelto,medio,salado,,Tostada de maíz horneada,Tostadas horneadas,40,52,principal,acompañamiento,,ensalada-de-atun-picada.jpg
Bowl de Salmón Glaseado con Mango,Comida,suelto,medio,salado,,Filete de salmón,Salmón glaseado,150,300,principal,plato,,bowl-de-salmon-glaseado-con-mango.jpg
Bowl de Salmón Glaseado con Mango,Comida,suelto,medio,salado,,Arroz cocido,Arroz blanco,150,450,principal,plato,,bowl-de-salmon-glaseado-con-mango.jpg
Bowl de Salmón Glaseado con Mango,Comida,suelto,medio,salado,,Glaseado de miel y soya,Glaseado de miel y soya,30,,sub-receta,plato,,bowl-de-salmon-glaseado-con-mango.jpg
Bowl de Salmón Glaseado con Mango,Comida,suelto,medio,salado,,Mango picado,Mango,80,200,principal,plato,,bowl-de-salmon-glaseado-con-mango.jpg
Bowl de Salmón Glaseado con Mango,Comida,suelto,medio,salado,,Aguacate Hass,Aguacate,47,94,principal,plato,,bowl-de-salmon-glaseado-con-mango.jpg
Bowl de Salmón Glaseado con Mango,Comida,suelto,medio,salado,,Verduras mixtas,"Verduras (cebolla morada, lechuga)",50,,guarnicion,plato,,bowl-de-salmon-glaseado-con-mango.jpg
Bowl de Salmón Glaseado con Mango,Comida,suelto,medio,salado,,Chile serrano,Chile serrano,5,,condimento,plato,,bowl-de-salmon-glaseado-con-mango.jpg
Bowl de Salmón Glaseado con Mango,Comida,suelto,medio,salado,,Limón,Limón,5,,condimento,plato,,bowl-de-salmon-glaseado-con-mango.jpg
Salmón con Ensalada de Papa,Comida,suelto,medio,salado,,Filete de salmón,Salmón a la plancha,150,300,principal,plato,,salmon-con-ensalada-de-papa.jpg
Salmón con Ensalada de Papa,Comida,suelto,medio,salado,,Papa de cambray,Papa cambray en cubos,180,400,principal,plato,,salmon-con-ensalada-de-papa.jpg
Salmón con Ensalada de Papa,Comida,suelto,medio,salado,,Arúgula,Arúgula,30,,guarnicion,plato,,salmon-con-ensalada-de-papa.jpg
Salmón con Ensalada de Papa,Comida,suelto,medio,salado,,Verduras mixtas,Verduras (cebolla morada),20,,guarnicion,plato,,salmon-con-ensalada-de-papa.jpg
Salmón con Ensalada de Papa,Comida,suelto,medio,salado,,"Yoghurt Oikos estilo griego sabor natural, sin azúcar y sin endulzar",Yogurt griego natural,60,300,principal,plato,,salmon-con-ensalada-de-papa.jpg
Salmón con Ensalada de Papa,Comida,suelto,medio,salado,,Mayonesa light,Mayonesa light,15,24,fijo,plato,,salmon-con-ensalada-de-papa.jpg
Salmón con Ensalada de Papa,Comida,suelto,medio,salado,,Mostaza Dijón,Mostaza Dijón,5,,condimento,plato,,salmon-con-ensalada-de-papa.jpg
Salmón con Ensalada de Papa,Comida,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,salmon-con-ensalada-de-papa.jpg
Salmón con Ensalada de Papa,Comida,suelto,medio,salado,,Pimienta,Pimienta,1,,condimento,plato,,salmon-con-ensalada-de-papa.jpg
Pescado con Ensalada de Quinoa,Comida,suelto,medio,salado,,Filete de pescado,Filete de pescado,180,350,principal,plato,,pescado-con-ensalada-de-quinoa.jpg
Pescado con Ensalada de Quinoa,Comida,suelto,medio,salado,,Quinoa cocida,Quinoa,150,350,principal,plato,PENDIENTE crear (cruda/3 aprox),pescado-con-ensalada-de-quinoa.jpg
Pescado con Ensalada de Quinoa,Comida,suelto,medio,salado,,Aguacate Hass,Aguacate,47,94,principal,plato,,pescado-con-ensalada-de-quinoa.jpg
Pescado con Ensalada de Quinoa,Comida,suelto,medio,salado,,Zanahoria rallada cruda,Zanahoria,40,,guarnicion,plato,,pescado-con-ensalada-de-quinoa.jpg
Pescado con Ensalada de Quinoa,Comida,suelto,medio,salado,,Verduras mixtas,"Verduras (jitomate, pimiento)",90,,guarnicion,plato,,pescado-con-ensalada-de-quinoa.jpg
Pescado con Ensalada de Quinoa,Comida,suelto,medio,salado,,Cilantro picado crudo,Cilantro,5,,condimento,plato,,pescado-con-ensalada-de-quinoa.jpg
Pescado con Ensalada de Quinoa,Comida,suelto,medio,salado,,Limón,Limón,5,,condimento,plato,,pescado-con-ensalada-de-quinoa.jpg
Pescado con Ensalada de Quinoa,Comida,suelto,medio,salado,,Aceite de oliva,Aceite de oliva,5,,fijo,plato,,pescado-con-ensalada-de-quinoa.jpg
Pescado con Ensalada de Quinoa,Comida,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,pescado-con-ensalada-de-quinoa.jpg
Tostadas de Pollo,Comida,suelto,medio,salado,,Tostada de maíz horneada,Tostadas horneadas,60,52,principal,plato,,tostadas-de-pollo.jpg
Tostadas de Pollo,Comida,suelto,medio,salado,,Frijol molido,Frijoles molidos,90,250,principal,plato,,tostadas-de-pollo.jpg
Tostadas de Pollo,Comida,suelto,medio,salado,,Pechuga de pollo deshuesada sin piel,Pollo deshebrado,120,350,principal,plato,,tostadas-de-pollo.jpg
Tostadas de Pollo,Comida,suelto,medio,salado,,Verduras mixtas,Verduras (lechuga),40,,guarnicion,plato,,tostadas-de-pollo.jpg
Tostadas de Pollo,Comida,suelto,medio,salado,,Aguacate Hass,Aguacate,47,94,principal,plato,,tostadas-de-pollo.jpg
Tostadas de Pollo,Comida,suelto,medio,salado,,Queso fresco,Queso fresco rallado,30,60,principal,plato,,tostadas-de-pollo.jpg
Tostadas de Pollo,Comida,suelto,medio,salado,,Crema ácida,Crema,15,24,fijo,plato,,tostadas-de-pollo.jpg
Tostadas de Pollo,Comida,suelto,medio,salado,,Salsa verde,Salsa verde,60,,sub-receta,plato,,tostadas-de-pollo.jpg
Tostadas de Tinga de Pollo,Comida,suelto,medio,salado,,Tostada de maíz horneada,Tostadas horneadas,60,52,principal,plato,,tostadas-de-tinga-de-pollo.jpg
Tostadas de Tinga de Pollo,Comida,suelto,medio,salado,,Pechuga de pollo deshuesada sin piel,Pollo deshebrado,130,350,principal,plato,,tostadas-de-tinga-de-pollo.jpg
Tostadas de Tinga de Pollo,Comida,suelto,medio,salado,,Salsa Tinga,Salsa tinga,80,,sub-receta,plato,,tostadas-de-tinga-de-pollo.jpg
Tostadas de Tinga de Pollo,Comida,suelto,medio,salado,,Guacamole,Guacamole,80,,sub-receta,plato,,tostadas-de-tinga-de-pollo.jpg
Tostadas de Tinga de Pollo,Comida,suelto,medio,salado,,Verduras mixtas,Verduras (lechuga),40,,guarnicion,plato,,tostadas-de-tinga-de-pollo.jpg
Tostadas de Tinga de Pollo,Comida,suelto,medio,salado,,Queso fresco,Queso fresco,30,60,principal,plato,,tostadas-de-tinga-de-pollo.jpg
Tostadas de Tinga de Pollo,Comida,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,tostadas-de-tinga-de-pollo.jpg
Sopa de Lentejas con Pollo,Comida,suelto,medio,salado,,Lenteja cocida,Lentejas,150,300,principal,plato,,sopa-de-lentejas-con-pollo.jpg
Sopa de Lentejas con Pollo,Comida,suelto,medio,salado,,Pechuga de pollo deshuesada sin piel,Pollo deshebrado,120,350,principal,plato,,sopa-de-lentejas-con-pollo.jpg
Sopa de Lentejas con Pollo,Comida,suelto,medio,salado,,Pasta cocida,Pasta,60,400,principal,plato,,sopa-de-lentejas-con-pollo.jpg
Sopa de Lentejas con Pollo,Comida,suelto,medio,salado,,Verduras mixtas,"Verduras (zanahoria, papa, apio, kale)",150,,guarnicion,plato,PENDIENTE crear Verduras mixtas,sopa-de-lentejas-con-pollo.jpg
Sopa de Lentejas con Pollo,Comida,suelto,medio,salado,,Caldo de pollo,Caldo de pollo,250,500,principal,plato,,sopa-de-lentejas-con-pollo.jpg
Sopa de Lentejas con Pollo,Comida,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,sopa-de-lentejas-con-pollo.jpg
Pimientos Rellenos al Horno,Comida,suelto,denso,salado,,Pimiento fresco,Pimientos morrones,150,150,principal,plato,recipiente horneado,pimientos-rellenos-al-horno.jpg
Pimientos Rellenos al Horno,Comida,suelto,denso,salado,,Molida de sirloin,Carne molida magra,150,300,principal,plato,relleno,pimientos-rellenos-al-horno.jpg
Pimientos Rellenos al Horno,Comida,suelto,denso,salado,,Arroz cocido,Arroz blanco,120,450,principal,plato,en el relleno,pimientos-rellenos-al-horno.jpg
Pimientos Rellenos al Horno,Comida,suelto,denso,salado,,Verduras mixtas,"Verduras (jitomate, cebolla, elote)",80,,guarnicion,plato,PENDIENTE crear Verduras mixtas,pimientos-rellenos-al-horno.jpg
Pimientos Rellenos al Horno,Comida,suelto,denso,salado,,Queso Mozzarella semidescremado,Queso mozzarella,40,120,principal,plato,,pimientos-rellenos-al-horno.jpg
Pimientos Rellenos al Horno,Comida,suelto,denso,salado,,Sal,Pizca de sal,1,,condimento,plato,,pimientos-rellenos-al-horno.jpg
Pimientos Rellenos al Horno,Comida,suelto,denso,salado,,Arroz cocido,Arroz blanco,150,450,principal,acompañamiento,al lado,pimientos-rellenos-al-horno.jpg
Burger Bowl,Comida,suelto,medio,salado,,Molida de sirloin,Carne molida magra,150,300,principal,plato,,burger-bowl.jpg
Burger Bowl,Comida,suelto,medio,salado,,Verduras mixtas,Verduras (espinaca),60,,guarnicion,plato,,burger-bowl.jpg
Burger Bowl,Comida,suelto,medio,salado,,Papa al horno con cáscara,Papas gajo al horno,150,400,principal,plato,,burger-bowl.jpg
Burger Bowl,Comida,suelto,medio,salado,,Pico de gallo,Pico de gallo,60,,sub-receta,plato,,burger-bowl.jpg
Burger Bowl,Comida,suelto,medio,salado,,Aguacate Hass,Aguacate,70,94,principal,plato,,burger-bowl.jpg
Burger Bowl,Comida,suelto,medio,salado,,Aderezo de hamburguesa,Aderezo de hamburguesa,30,,sub-receta,plato,,burger-bowl.jpg
Burger Bowl,Comida,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,burger-bowl.jpg
Tacos de Salmón,Comida,suelto,medio,salado,,Tortilla de maíz,Tortilla de maíz,90,180,principal,plato,,tacos-de-salmon.jpg
Tacos de Salmón,Comida,suelto,medio,salado,,Filete de salmón,Salmón a la plancha,150,300,principal,plato,,tacos-de-salmon.jpg
Tacos de Salmón,Comida,suelto,medio,salado,,Guacamole,Guacamole,90,,sub-receta,plato,,tacos-de-salmon.jpg
Tacos de Salmón,Comida,suelto,medio,salado,,Verduras mixtas,"Verduras (col rallada, pepino)",130,,guarnicion,plato,,tacos-de-salmon.jpg
Tacos de Salmón,Comida,suelto,medio,salado,,Limón,Limón,10,,condimento,plato,,tacos-de-salmon.jpg
Tacos de Salmón,Comida,suelto,medio,salado,,Eneldo,Eneldo,1,,condimento,plato,,tacos-de-salmon.jpg
Tacos de Camarón,Comida,suelto,medio,salado,,Tortilla de maíz,Tortilla de maíz,90,180,principal,plato,,tacos-de-camaron.jpg
Tacos de Camarón,Comida,suelto,medio,salado,,Camarón cocido,Camarones,150,320,principal,plato,,tacos-de-camaron.jpg
Tacos de Camarón,Comida,suelto,medio,salado,,Verduras mixtas,"Verduras (col morada, pepino, cebolla)",130,,guarnicion,plato,,tacos-de-camaron.jpg
Tacos de Camarón,Comida,suelto,medio,salado,,Zanahoria rallada cruda,Zanahoria,30,,guarnicion,plato,,tacos-de-camaron.jpg
Tacos de Camarón,Comida,suelto,medio,salado,,Cilantro picado crudo,Cilantro,5,,condimento,plato,,tacos-de-camaron.jpg
Tacos de Camarón,Comida,suelto,medio,salado,,Limón,Limón,10,,condimento,plato,,tacos-de-camaron.jpg
Bistec con Chimichurri,Comida,suelto,denso,salado,,Sirloin,Bistec de res,180,300,principal,plato,,bistec-con-chimichurri.jpg
Bistec con Chimichurri,Comida,suelto,denso,salado,,Chimichurri,Chimichurri,30,,sub-receta,plato,,bistec-con-chimichurri.jpg
Bistec con Chimichurri,Comida,suelto,denso,salado,,Plátano Macho rebanado,Plátano macho horneado,120,250,principal,plato,,bistec-con-chimichurri.jpg
Bistec con Chimichurri,Comida,suelto,denso,salado,,Verduras mixtas,"Verduras (lechuga, jitomate, pepino)",100,,guarnicion,acompañamiento,PENDIENTE crear Verduras mixtas,bistec-con-chimichurri.jpg
Bistec con Chimichurri,Comida,suelto,denso,salado,,Aguacate Hass,Aguacate,47,94,principal,acompañamiento,,bistec-con-chimichurri.jpg
Ensalada de Pollo y Fresas,Comida,suelto,medio,salado,,Pechuga de pollo sin piel a la plancha,Pollo a la plancha,150,350,principal,plato,,ensalada-de-pollo-y-fresas.jpg
Ensalada de Pollo y Fresas,Comida,suelto,medio,salado,,Verduras mixtas,Verduras (mezcla de lechugas),120,,guarnicion,plato,,ensalada-de-pollo-y-fresas.jpg
Ensalada de Pollo y Fresas,Comida,suelto,medio,salado,,Fresa rebanada,Fresas,100,250,principal,plato,,ensalada-de-pollo-y-fresas.jpg
Ensalada de Pollo y Fresas,Comida,suelto,medio,salado,,Aguacate Hass,Aguacate,70,94,principal,plato,,ensalada-de-pollo-y-fresas.jpg
Ensalada de Pollo y Fresas,Comida,suelto,medio,salado,,Queso Feta,Queso feta,40,60,principal,plato,,ensalada-de-pollo-y-fresas.jpg
Ensalada de Pollo y Fresas,Comida,suelto,medio,salado,,Nuez,Nueces caramelizadas,20,30,fijo,plato,,ensalada-de-pollo-y-fresas.jpg
Ensalada de Pollo y Fresas,Comida,suelto,medio,salado,,Vinagreta Balsámica,Vinagreta balsámica,25,,sub-receta,plato,,ensalada-de-pollo-y-fresas.jpg
Poke Bowl de Atún,Comida,suelto,medio,salado,,Atún fresco,Atún fresco,150,300,principal,plato,,poke-bowl-de-atun.jpg
Poke Bowl de Atún,Comida,suelto,medio,salado,,Arroz cocido,Arroz blanco,150,450,principal,plato,,poke-bowl-de-atun.jpg
Poke Bowl de Atún,Comida,suelto,medio,salado,,Mango picado,Mango,70,200,principal,plato,,poke-bowl-de-atun.jpg
Poke Bowl de Atún,Comida,suelto,medio,salado,,Verduras mixtas,Verduras (pepino),60,,guarnicion,plato,,poke-bowl-de-atun.jpg
