platillo,tiempo,tipo,banda,sabor,mult_max,alimento,nombre_visible,gramos,max_g,rol,seccion,nota,image_filename
Poke Bowl de Atún,Comida,suelto,medio,salado,,Aguacate Hass,Aguacate,70,94,principal,plato,,poke-bowl-de-atun.jpg
Poke Bowl de Atún,Comida,suelto,medio,salado,,Mayonesa light,Mayonesa light,15,24,fijo,plato,,poke-bowl-de-atun.jpg
Poke Bowl de Atún,Comida,suelto,medio,salado,,Salsa sriracha,Sriracha,5,,condimento,plato,PENDIENTE crear,poke-bowl-de-atun.jpg
Poke Bowl de Atún,Comida,suelto,medio,salado,,Ajonjolí,Ajonjolí,5,,fijo,plato,,poke-bowl-de-atun.jpg
Camarones Glaseados con Puré,Comida,suelto,medio,salado,,Camarón cocido,Camarones,160,320,principal,plato,,camarones-glaseados-con-pure.jpg
Camarones Glaseados con Puré,Comida,suelto,medio,salado,,Glaseado de miel y soya,Glaseado de miel y soya,30,,sub-receta,plato,,camarones-glaseados-con-pure.jpg
Camarones Glaseados con Puré,Comida,suelto,medio,salado,,Puré de papa,Puré de papa,180,400,principal,plato,,camarones-glaseados-con-pure.jpg
Camarones Glaseados con Puré,Comida,suelto,medio,salado,,Elote amarillo cocido,Elote,80,,guarnicion,plato,,camarones-glaseados-con-pure.jpg
Camarones Glaseados con Puré,Comida,suelto,medio,salado,,Verduras mixtas,Verduras (ejotes),70,,guarnicion,plato,,camarones-glaseados-con-pure.jpg
Camarones Glaseados con Puré,Comida,suelto,medio,salado,,Paprika,Paprika,1,,condimento,plato,,camarones-glaseados-con-pure.jpg
Camarones Glaseados con Puré,Comida,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,camarones-glaseados-con-pure.jpg
Milanesa de Pollo al Horno con Ensalada,Comida,suelto,medio,salado,,Pechuga de pollo deshuesada sin piel,Milanesa de pollo,160,350,principal,plato,,milanesa-de-pollo-al-horno-con-ensalada.jpg
Milanesa de Pollo al Horno con Ensalada,Comida,suelto,medio,salado,,Cereal Kelloggs Corn Flakes,Corn flakes triturados,25,60,principal,plato,empanizado,milanesa-de-pollo-al-horno-con-ensalada.jpg
Milanesa de Pollo al Horno con Ensalada,Comida,suelto,medio,salado,,Huevo entero fresco,Huevo (para empanizar),44,,fijo,plato,,milanesa-de-pollo-al-horno-con-ensalada.jpg
Milanesa de Pollo al Horno con Ensalada,Comida,suelto,medio,salado,,Verduras mixtas,"Verduras (lechuga, pepino, jitomate, zanahoria)",150,,guarnicion,plato,PENDIENTE crear Verduras mixtas,milanesa-de-pollo-al-horno-con-ensalada.jpg
Milanesa de Pollo al Horno con Ensalada,Comida,suelto,medio,salado,,Aguacate Hass,Aguacate,70,94,principal,plato,,milanesa-de-pollo-al-horno-con-ensalada.jpg
Milanesa de Pollo al Horno con Ensalada,Comida,suelto,medio,salado,,Aceite de oliva,Aceite de oliva,5,,fijo,plato,,milanesa-de-pollo-al-horno-con-ensalada.jpg
Milanesa de Pollo al Horno con Ensalada,Comida,suelto,medio,salado,,Limón,Limón,5,,condimento,plato,,milanesa-de-pollo-al-horno-con-ensalada.jpg
Milanesa de Pollo al Horno con Ensalada,Comida,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,milanesa-de-pollo-al-horno-con-ensalada.jpg
Alambre de Pollo,Comida,suelto,medio,salado,,Pechuga de pollo deshuesada sin piel,Pollo en trozos,160,350,principal,plato,,alambre-de-pollo.jpg
Alambre de Pollo,Comida,suelto,medio,salado,,Verduras mixtas,"Verduras (pimientos (verde, rojo, amarillo), cebolla morada)",130,,guarnicion,plato,,alambre-de-pollo.jpg
Alambre de Pollo,Comida,suelto,medio,salado,,Queso Oaxaca,Queso Oaxaca gratinado,40,60,principal,plato,,alambre-de-pollo.jpg
Alambre de Pollo,Comida,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,alambre-de-pollo.jpg
Alambre de Pollo,Comida,suelto,medio,salado,,Tortilla de maíz,Tortilla de maíz,90,180,principal,acompañamiento,,alambre-de-pollo.jpg
Arepas de Reina Pepiada,Comida,suelto,medio,salado,,Arepa,Arepa,60,,sub-receta,plato,,arepas-de-reina-pepiada.jpg
Arepas de Reina Pepiada,Comida,suelto,medio,salado,,Pechuga de pollo deshuesada sin piel,Pollo deshebrado,130,350,principal,plato,,arepas-de-reina-pepiada.jpg
Arepas de Reina Pepiada,Comida,suelto,medio,salado,,Aguacate Hass,Aguacate,70,94,principal,plato,,arepas-de-reina-pepiada.jpg
Arepas de Reina Pepiada,Comida,suelto,medio,salado,,Mayonesa light,Mayonesa light,15,24,fijo,plato,,arepas-de-reina-pepiada.jpg
Arepas de Reina Pepiada,Comida,suelto,medio,salado,,Cilantro picado crudo,Cilantro,5,,condimento,plato,,arepas-de-reina-pepiada.jpg
Arepas de Reina Pepiada,Comida,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,arepas-de-reina-pepiada.jpg
Pollo en Salsa de Champiñones,Comida,suelto,medio,salado,,Pechuga de pollo sin piel a la plancha,Pechuga de pollo,170,350,principal,plato,,pollo-en-salsa-de-champinones.jpg
Pollo en Salsa de Champiñones,Comida,suelto,medio,salado,,Queso crema light,Queso crema light,30,45,principal,plato,,pollo-en-salsa-de-champinones.jpg
Pollo en Salsa de Champiñones,Comida,suelto,medio,salado,,Leche descremada,Leche,60,350,principal,plato,,pollo-en-salsa-de-champinones.jpg
Pollo en Salsa de Champiñones,Comida,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,pollo-en-salsa-de-champinones.jpg
Pollo en Salsa de Champiñones,Comida,suelto,medio,salado,,Pimienta,Pimienta,1,,condimento,plato,,pollo-en-salsa-de-champinones.jpg
Pollo en Salsa de Champiñones,Comida,suelto,medio,salado,,Papa al horno con cáscara,Papas al horno,150,400,principal,acompañamiento,,pollo-en-salsa-de-champinones.jpg
Pollo en Salsa de Champiñones,Comida,suelto,medio,salado,,Verduras mixtas,"Verduras (champiñones, lechuga, jitomate)",220,,guarnicion,acompañamiento,PENDIENTE crear Verduras mixtas,pollo-en-salsa-de-champinones.jpg
Pollo en Salsa de Champiñones,Comida,suelto,medio,salado,,Aguacate Hass,Aguacate,31,94,principal,acompañamiento,,pollo-en-salsa-de-champinones.jpg
Wrap de Pollo,Comida,suelto,medio,salado,,Tortilla de harina integral,Tortilla de harina integral,84,168,principal,plato,,wrap-de-pollo.jpg
Wrap de Pollo,Comida,suelto,medio,salado,,Pechuga de pollo sin piel a la plancha,Pollo a la plancha,150,350,principal,plato,,wrap-de-pollo.jpg
Wrap de Pollo,Comida,suelto,medio,salado,,Hummus,Hummus,40,60,principal,plato,,wrap-de-pollo.jpg
Wrap de Pollo,Comida,suelto,medio,salado,,Verduras mixtas,"Verduras (espinaca, pepino)",80,,guarnicion,plato,,wrap-de-pollo.jpg
Wrap de Pollo,Comida,suelto,medio,salado,,Zanahoria rallada cruda,Zanahoria,40,,guarnicion,plato,,wrap-de-pollo.jpg
Wrap de Pollo,Comida,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,wrap-de-pollo.jpg
Ensalada Mediterránea con Pollo,Comida,suelto,medio,salado,,Pechuga de pollo sin piel a la plancha,Pollo a la plancha,150,350,principal,plato,,ensalada-mediterranea-con-pollo.jpg
Ensalada Mediterránea con Pollo,Comida,suelto,medio,salado,,Garbanzo cocido,Garbanzos,120,250,principal,plato,,ensalada-mediterranea-con-pollo.jpg
Ensalada Mediterránea con Pollo,Comida,suelto,medio,salado,,Verduras mixtas,"Verduras (pepino, jitomate cherry, cebolla morada)",180,,guarnicion,plato,,ensalada-mediterranea-con-pollo.jpg
Ensalada Mediterránea con Pollo,Comida,suelto,medio,salado,,Queso Feta,Queso feta,40,60,principal,plato,,ensalada-mediterranea-con-pollo.jpg
Ensalada Mediterránea con Pollo,Comida,suelto,medio,salado,,Aceituna negra sin hueso,Aceitunas,20,,fijo,plato,,ensalada-mediterranea-con-pollo.jpg
Ensalada Mediterránea con Pollo,Comida,suelto,medio,salado,,Aceite de oliva,Aceite de oliva,5,,fijo,plato,,ensalada-mediterranea-con-pollo.jpg
Ensalada Mediterránea con Pollo,Comida,suelto,medio,salado,,Limón,Limón,5,,condimento,plato,,ensalada-mediterranea-con-pollo.jpg
Ensalada Mediterránea con Pollo,Comida,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,ensalada-mediterranea-con-pollo.jpg
Espagueti a la Boloñesa,Comida,suelto,medio,salado,,Espagueti cocido,Espagueti,180,400,principal,plato,,espagueti-a-la-bolonesa.jpg
Espagueti a la Boloñesa,Comida,suelto,medio,salado,,Molida de sirloin,Carne molida magra,130,300,principal,plato,,espagueti-a-la-bolonesa.jpg
Espagueti a la Boloñesa,Comida,suelto,medio,salado,,Puré de jitomate,Salsa de tomate,120,200,principal,plato,,espagueti-a-la-bolonesa.jpg
Espagueti a la Boloñesa,Comida,suelto,medio,salado,,Zanahoria rallada cruda,Zanahoria,30,,guarnicion,plato,,espagueti-a-la-bolonesa.jpg
Espagueti a la Boloñesa,Comida,suelto,medio,salado,,Verduras mixtas,Verduras (cebolla),30,,guarnicion,plato,,espagueti-a-la-bolonesa.jpg
Espagueti a la Boloñesa,Comida,suelto,medio,salado,,Queso parmesano,Parmesano,10,20,fijo,plato,,espagueti-a-la-bolonesa.jpg
Espagueti a la Boloñesa,Comida,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,espagueti-a-la-bolonesa.jpg
Salpicón de Res,Comida,suelto,medio,salado,,Falda de res,Res deshebrada,150,300,principal,plato,,salpicon-de-res.jpg
Salpicón de Res,Comida,suelto,medio,salado,,Verduras mixtas,"Verduras (lechuga, jitomate, cebolla morada)",220,,guarnicion,plato,,salpicon-de-res.jpg
Salpicón de Res,Comida,suelto,medio,salado,,Aguacate Hass,Aguacate,47,94,principal,plato,,salpicon-de-res.jpg
Salpicón de Res,Comida,suelto,medio,salado,,Cilantro picado crudo,Cilantro,5,,condimento,plato,,salpicon-de-res.jpg
Salpicón de Res,Comida,suelto,medio,salado,,Chile serrano,Chile serrano,5,,condimento,plato,,salpicon-de-res.jpg
Salpicón de Res,Comida,suelto,medio,salado,,Limón,Limón,10,,condimento,plato,,salpicon-de-res.jpg
Salpicón de Res,Comida,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,salpicon-de-res.jpg
Salpicón de Res,Comida,suelto,medio,salado,,Tostada de maíz horneada,Tostadas horneadas,40,52,principal,acompañamiento,,salpicon-de-res.jpg
Caldo de Res con Verduras,Comida,suelto,medio,salado,,Chambarete de res,Res en trozos,150,320,principal,plato,,caldo-de-res-con-verduras.jpg
Caldo de Res con Verduras,Comida,suelto,medio,salado,,Elote amarillo cocido,Elote en mazorca,80,,guarnicion,plato,,caldo-de-res-con-verduras.jpg
Caldo de Res con Verduras,Comida,suelto,medio,salado,,Verduras mixtas,"Verduras (zanahoria, calabacita, papa, chayote)",200,,guarnicion,plato,PENDIENTE crear Verduras mixtas,caldo-de-res-con-verduras.jpg
Caldo de Res con Verduras,Comida,suelto,medio,salado,,Caldo de res,Caldo de res,300,500,principal,plato,,caldo-de-res-con-verduras.jpg
Caldo de Res con Verduras,Comida,suelto,medio,salado,,Cilantro picado crudo,Cilantro,5,,condimento,plato,,caldo-de-res-con-verduras.jpg
Caldo de Res con Verduras,Comida,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,caldo-de-res-con-verduras.jpg
Caldo de Res con Verduras,Comida,suelto,medio,salado,,Tortilla de maíz,Tortilla de maíz,60,180,principal,acompañamiento,,caldo-de-res-con-verduras.jpg
Pescado Empapelado con Verduras,Comida,suelto,medio,salado,,Filete de pescado,Filete de pescado,180,350,principal,plato,,pescado-empapelado-con-verduras.jpg
Pescado Empapelado con Verduras,Comida,suelto,medio,salado,,Verduras mixtas,"Verduras (calabacita, pimiento, jitomate, cebolla, champiñón)",180,,guarnicion,plato,PENDIENTE crear Verduras mixtas,pescado-empapelado-con-verduras.jpg
Pescado Empapelado con Verduras,Comida,suelto,medio,salado,,Aceite de oliva,Aceite de oliva,5,,fijo,plato,,pescado-empapelado-con-verduras.jpg
Pescado Empapelado con Verduras,Comida,suelto,medio,salado,,Limón,Limón,10,,condimento,plato,,pescado-empapelado-con-verduras.jpg
Pescado Empapelado con Verduras,Comida,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,pescado-empapelado-con-verduras.jpg
Pescado Empapelado con Verduras,Comida,suelto,medio,salado,,Pimienta,Pimienta,1,,condimento,plato,,pescado-empapelado-con-verduras.jpg
Pescado Empapelado con Verduras,Comida,suelto,medio,salado,,Arroz cocido,Arroz blanco,150,450,principal,acompañamiento,,pescado-empapelado-con-verduras.jpg
Ceviche de Atún con Mango,Comida,suelto,medio,salado,,Atún fresco,Atún,150,300,principal,plato,,ceviche-de-atun-con-mango.jpg
Ceviche de Atún con Mango,Comida,suelto,medio,salado,,Mango picado,Mango,80,200,principal,plato,,ceviche-de-atun-con-mango.jpg
Ceviche de Atún con Mango,Comida,suelto,medio,salado,,Verduras mixtas,"Verduras (pepino, jitomate, cebolla)",150,,guarnicion,plato,,ceviche-de-atun-con-mango.jpg
Ceviche de Atún con Mango,Comida,suelto,medio,salado,,Jugo de tomate,Jugo de tomate,80,,fijo,plato,,ceviche-de-atun-con-mango.jpg
Ceviche de Atún con Mango,Comida,suelto,medio,salado,,Aguacate Hass,Aguacate,47,94,principal,plato,,ceviche-de-atun-con-mango.jpg
Ceviche de Atún con Mango,Comida,suelto,medio,salado,,Chile serrano,Chile serrano,8,,condimento,plato,,ceviche-de-atun-con-mango.jpg
Ceviche de Atún con Mango,Comida,suelto,medio,salado,,Chile cayena en polvo,Chile cayena en polvo,1,,condimento,plato,PENDIENTE crear,ceviche-de-atun-con-mango.jpg
Ceviche de Atún con Mango,Comida,suelto,medio,salado,,Cilantro picado crudo,Cilantro,3,,condimento,plato,,ceviche-de-atun-con-mango.jpg
Ceviche de Atún con Mango,Comida,suelto,medio,salado,,Limón,Limón,15,,condimento,plato,,ceviche-de-atun-con-mango.jpg
Ceviche de Atún con Mango,Comida,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,ceviche-de-atun-con-mango.jpg
Ceviche de Atún con Mango,Comida,suelto,medio,salado,,Tostada de maíz horneada,Tostadas horneadas,40,52,principal,acompañamiento,,ceviche-de-atun-con-mango.jpg
Ceviche de Pescado,Comida,suelto,medio,salado,,Filete de pescado,Pescado,150,350,principal,plato,,ceviche-de-pescado.jpg
Ceviche de Pescado,Comida,suelto,medio,salado,,Verduras mixtas,"Verduras (pepino, jitomate, cebolla)",150,,guarnicion,plato,,ceviche-de-pescado.jpg
Ceviche de Pescado,Comida,suelto,medio,salado,,Jugo de tomate,Jugo de tomate,80,,fijo,plato,,ceviche-de-pescado.jpg
Ceviche de Pescado,Comida,suelto,medio,salado,,Aguacate Hass,Aguacate,47,94,principal,plato,,ceviche-de-pescado.jpg
Ceviche de Pescado,Comida,suelto,medio,salado,,Chile serrano,Chile serrano,8,,condimento,plato,,ceviche-de-pescado.jpg
Ceviche de Pescado,Comida,suelto,medio,salado,,Chile cayena en polvo,Chile cayena en polvo,1,,condimento,plato,PENDIENTE crear,ceviche-de-pescado.jpg
Ceviche de Pescado,Comida,suelto,medio,salado,,Cilantro picado crudo,Cilantro,3,,condimento,plato,,ceviche-de-pescado.jpg
Ceviche de Pescado,Comida,suelto,medio,salado,,Limón,Limón,15,,condimento,plato,,ceviche-de-pescado.jpg
Ceviche de Pescado,Comida,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,ceviche-de-pescado.jpg
Ceviche de Pescado,Comida,suelto,medio,salado,,Tostada de maíz horneada,Tostadas horneadas,40,52,principal,acompañamiento,,ceviche-de-pescado.jpg
Ceviche de Camarón,Comida,suelto,medio,salado,,Camarón cocido,Camarón,150,320,principal,plato,,ceviche-de-camaron.jpg
Ceviche de Camarón,Comida,suelto,medio,salado,,Verduras mixtas,"Verduras (pepino, jitomate, cebolla)",150,,guarnicion,plato,,ceviche-de-camaron.jpg
Ceviche de Camarón,Comida,suelto,medio,salado,,Jugo de tomate,Jugo de tomate,80,,fijo,plato,,ceviche-de-camaron.jpg
Ceviche de Camarón,Comida,suelto,medio,salado,,Aguacate Hass,Aguacate,47,94,principal,plato,,ceviche-de-camaron.jpg
Ceviche de Camarón,Comida,suelto,medio,salado,,Chile serrano,Chile serrano,8,,condimento,plato,,ceviche-de-camaron.jpg
Ceviche de Camarón,Comida,suelto,medio,salado,,Chile cayena en polvo,Chile cayena en polvo,1,,condimento,plato,PENDIENTE crear,ceviche-de-camaron.jpg
Ceviche de Camarón,Comida,suelto,medio,salado,,Cilantro picado crudo,Cilantro,3,,condimento,plato,,ceviche-de-camaron.jpg
Ceviche de Camarón,Comida,suelto,medio,salado,,Limón,Limón,15,,condimento,plato,,ceviche-de-camaron.jpg
Ceviche de Camarón,Comida,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,ceviche-de-camaron.jpg
Ceviche de Camarón,Comida,suelto,medio,salado,,Tostada de maíz horneada,Tostadas horneadas,40,52,principal,acompañamiento,,ceviche-de-camaron.jpg
Gohan Bowl de Camarón,Comida,suelto,medio,salado,,Camarón cocido,Camarón,150,320,principal,plato,,gohan-bowl-de-camaron.jpg
Gohan Bowl de Camarón,Comida,suelto,medio,salado,,Arroz cocido,Arroz blanco,150,450,principal,plato,,gohan-bowl-de-camaron.jpg
Gohan Bowl de Camarón,Comida,suelto,medio,salado,,Edamame,Edamames,60,200,principal,plato,,gohan-bowl-de-camaron.jpg
Gohan Bowl de Camarón,Comida,suelto,medio,salado,,Zanahoria rallada cruda,Zanahoria,40,,guarnicion,plato,,gohan-bowl-de-camaron.jpg
Gohan Bowl de Camarón,Comida,suelto,medio,salado,,Verduras mixtas,Verduras (pepino),50,,guarnicion,plato,,gohan-bowl-de-camaron.jpg
Gohan Bowl de Camarón,Comida,suelto,medio,salado,,Queso crema light,Queso crema,30,45,fijo,plato,,gohan-bowl-de-camaron.jpg
Gohan Bowl de Camarón,Comida,suelto,medio,salado,,Aderezo Chipotle,Aderezo chipotle,20,,sub-receta,plato,,gohan-bowl-de-camaron.jpg
Gohan Bowl de Camarón,Comida,suelto,medio,salado,,Salsa de soya,Salsa de soya,5,,condimento,plato,,gohan-bowl-de-camaron.jpg
Gohan Bowl de Camarón,Comida,suelto,medio,salado,,Ajonjolí,Ajonjolí,5,,fijo,plato,,gohan-bowl-de-camaron.jpg
Yakimeshi de Pollo,Comida,suelto,medio,salado,,Pechuga de pollo deshuesada sin piel,Pollo en trozos,150,350,principal,plato,,yakimeshi-de-pollo.jpg
Yakimeshi de Pollo,Comida,suelto,medio,salado,,Arroz cocido,Arroz blanco,180,450,principal,plato,,yakimeshi-de-pollo.jpg
Yakimeshi de Pollo,Comida,suelto,medio,salado,,Verduras mixtas,Verduras (calabacita),60,,guarnicion,plato,,yakimeshi-de-pollo.jpg
Yakimeshi de Pollo,Comida,suelto,medio,salado,,Zanahoria rallada cruda,Zanahoria,40,,guarnicion,plato,,yakimeshi-de-pollo.jpg
Yakimeshi de Pollo,Comida,suelto,medio,salado,,Queso crema light,Queso crema,30,45,fijo,plato,,yakimeshi-de-pollo.jpg
Yakimeshi de Pollo,Comida,suelto,medio,salado,,Salsa de soya,Salsa de soya,10,,condimento,plato,,yakimeshi-de-pollo.jpg
Yakimeshi de Pollo,Comida,suelto,medio,salado,,Cebollín,Cebollín,10,,condimento,plato,,yakimeshi-de-pollo.jpg
Yakimeshi de Pollo,Comida,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,yakimeshi-de-pollo.jpg
Ramen Ligero,Comida,suelto,medio,salado,,Tallarines estilo japónes,Fideos ramen,120,350,principal,plato,,ramen-ligero.jpg
Ramen Ligero,Comida,suelto,medio,salado,,Pechuga de pollo deshuesada sin piel,Pollo,120,350,principal,plato,,ramen-ligero.jpg
Ramen Ligero,Comida,suelto,medio,salado,,Huevo entero cocido,Huevo cocido,44,300,principal,plato,,ramen-ligero.jpg
Ramen Ligero,Comida,suelto,medio,salado,,Verduras mixtas,"Verduras (champiñones, espinaca)",120,,guarnicion,plato,,ramen-ligero.jpg
Ramen Ligero,Comida,suelto,medio,salado,,Caldo de pollo,Caldo de pollo,300,500,principal,plato,,ramen-ligero.jpg
Ramen Ligero,Comida,suelto,medio,salado,,Cebollín,Cebollín,10,,condimento,plato,,ramen-ligero.jpg
Ramen Ligero,Comida,suelto,medio,salado,,Salsa de soya,Salsa de soya,10,,condimento,plato,,ramen-ligero.jpg
Ramen Ligero,Comida,suelto,medio,salado,,Chile cayena en polvo,Chile cayena en polvo,1,,condimento,plato,PENDIENTE crear,ramen-ligero.jpg
Ramen Ligero,Comida,suelto,medio,salado,,Ajonjolí,Ajonjolí,5,,fijo,plato,,ramen-ligero.jpg
Noodles Salteados con Pollo,Comida,suelto,medio,salado,,Tallarines estilo japónes,Noodles,150,350,principal,plato,,noodles-salteados-con-pollo.jpg
Noodles Salteados con Pollo,Comida,suelto,medio,salado,,Pechuga de pollo deshuesada sin piel,Pollo en tiras,140,350,principal,plato,,noodles-salteados-con-pollo.jpg
Noodles Salteados con Pollo,Comida,suelto,medio,salado,,Verduras mixtas,"Verduras (pimiento rojo, brócoli)",120,,guarnicion,plato,,noodles-salteados-con-pollo.jpg
Noodles Salteados con Pollo,Comida,suelto,medio,salado,,Zanahoria rallada cruda,Zanahoria,50,,guarnicion,plato,,noodles-salteados-con-pollo.jpg
Noodles Salteados con Pollo,Comida,suelto,medio,salado,,Salsa de soya,Salsa de soya,15,,condimento,plato,,noodles-salteados-con-pollo.jpg
Noodles Salteados con Pollo,Comida,suelto,medio,salado,,Miel,Miel,5,10,fijo,plato,,noodles-salteados-con-pollo.jpg
Noodles Salteados con Pollo,Comida,suelto,medio,salado,,Cebollín,Cebollín,10,,condimento,plato,,noodles-salteados-con-pollo.jpg
Noodles Salteados con Pollo,Comida,suelto,medio,salado,,Ajonjolí,Ajonjolí,5,,fijo,plato,,noodles-salteados-con-pollo.jpg
